Datasource ID,Source Type,Source ID,Time [UTC+00:00],PM1 24-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 24-Hour Mean Mass Concentration Raw [ug/m3],PM1 24-Hour Mean Number Concentration [#/cm3],PM2.5 24-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Mean Number Concentration [#/cm3],PM2.5 24-Hour Mean AQI (US EPA),PM10 24-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Mean AQI (US EPA),NO2 24-Hour Mean Concentration Calibrated [ppb],NO2 24-Hour Mean Concentration Raw [ppb],O3 24-Hour Mean Concentration Raw [ppb],Temperature Internal 24-Hour Mean [degC],Temperature Ambient 24-Hour Mean [degC],Rel. Humidity Internal 24-Hour Mean [%],Rel. Humidity Ambient 24-Hour Mean [%],Wind Speed 24-Hour Mean [m/s],Wind Direction 24-Hour Mean [degrees],Atmospheric Pressure 24-Hour Mean [hPa],latitude,longitude
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-13T00:00:00.000Z,,6.39,,,10.84,14.88,45,,17.22,15.04,16,,10.06,,26.29,,67.37,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-14T00:00:00.000Z,,4.85,,,7.47,12.02,31,,11.48,12.1,11,,21.76,,28.34,,63.52,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-15T00:00:00.000Z,,7.66,,,12.32,16.73,51,,19.39,16.88,18,,24.53,,26.81,,67.7,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-16T00:00:00.000Z,,6.93,,,12.17,15.69,51,,21.58,15.88,20,,18.34,,26.78,,71.27,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-17T00:00:00.000Z,,9.56,,,16.38,20.22,60,,27.78,20.46,26,,24.95,,27.7,,71.05,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-18T00:00:00.000Z,,12.25,,,20.48,24.77,69,,33.08,25.03,31,,24.8,,26.9,,76.21,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-19T00:00:00.000Z,,11.59,,,18.63,23.95,65,,28.59,24.15,26,,22.52,,27.27,,74.19,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-20T00:00:00.000Z,,8,,,13.17,17.3,53,,21.47,17.47,20,,24.71,,26.57,,75.22,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-21T00:00:00.000Z,,8.91,,,15.69,19.6,59,,28.25,19.86,26,,22.08,,27.21,,72.45,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-22T00:00:00.000Z,,7.33,,,13.41,16.79,54,,25.52,17.04,24,,20.01,,26.37,,75.48,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-23T00:00:00.000Z,,5.95,,,9.63,13.71,40,,15.21,13.83,14,,20.94,,26.14,,71.66,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-24T00:00:00.000Z,,8.73,,,13.43,18.56,54,,19.47,18.69,18,,25.06,,27.06,,71,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-25T00:00:00.000Z,,6.65,,,11.01,15.27,46,,17.78,15.41,16,,25.31,,27.77,,72.24,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-26T00:00:00.000Z,,6.39,,,11.43,15,48,,20.78,15.19,19,,22.7,,29.35,,69.63,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-27T00:00:00.000Z,,7.8,,,13.74,17.51,54,,24.71,17.74,23,,18.26,,28.79,,73.92,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-28T00:00:00.000Z,,6.54,,,12.17,15.45,51,,23.59,15.69,22,,13.74,,26.93,,76.8,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-29T00:00:00.000Z,,8.85,,,15.66,19.57,58,,28.76,19.85,27,,19.8,,27.35,,72.35,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-06-30T00:00:00.000Z,,8.74,,,15.2,18.85,58,,26.2,19.09,24,,14.04,,27.27,,79.05,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-01T00:00:00.000Z,,7.96,,,13.7,17.72,54,,24.13,17.93,22,,19.06,,27.79,,75.19,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-02T00:00:00.000Z,,9.36,,,15.89,20.2,59,,27.5,20.44,25,,21.41,,27.66,,73.33,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-03T00:00:00.000Z,,9.23,,,17.43,20.46,62,,33.69,20.81,31,,17.42,,27.67,,75.93,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-04T00:00:00.000Z,,9.58,,,17.2,20.78,62,,31.03,21.07,29,,20.77,,27.23,,75.18,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-05T00:00:00.000Z,,8.15,,,15.15,18.53,57,,29.46,18.84,27,,17.9,,26.67,,72.46,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-06T00:00:00.000Z,,7.4,,,13.5,16.73,54,,25.43,16.98,24,,18.54,,27.65,,71.8,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-07T00:00:00.000Z,,6.69,,,11.54,15.18,48,,20.17,15.36,19,,20.17,,28.45,,71.02,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-08T00:00:00.000Z,,7.83,,,12.91,17.27,53,,21.2,17.45,20,,18.85,,27.93,,72,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-09T00:00:00.000Z,,11.52,,,18.11,23.65,64,,27.38,23.86,25,,19.06,,28.07,,72.9,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-10T00:00:00.000Z,,10.16,,,16.42,21.56,60,,26.56,21.78,25,,18.65,,27.62,,71.29,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-11T00:00:00.000Z,,9.78,,,16.01,20.64,59,,25.51,20.85,24,,16.65,,27.2,,72.31,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-12T00:00:00.000Z,,10.93,,,16.93,22.68,61,,24.74,22.85,23,,21.38,,27.66,,69.42,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-13T00:00:00.000Z,,9.41,,,14.57,19.97,56,,21.57,20.12,20,,19.08,,28.46,,72.17,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-14T00:00:00.000Z,,8.51,,,13.73,18.25,54,,21.07,18.41,20,,17.71,,28.94,,74.35,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-15T00:00:00.000Z,,8.97,,,14.3,19.35,56,,22.47,19.52,21,,16.63,,27.61,,70.91,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-16T00:00:00.000Z,,7.13,,,11.02,16.05,46,,16.13,16.16,15,,21.16,,28.19,,62.99,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-17T00:00:00.000Z,,9.91,,,14.81,20.6,57,,20.11,20.72,19,,19.97,,29.11,,67.82,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-18T00:00:00.000Z,,8,,,12.31,17.31,51,,17.63,17.43,16,,12.53,,28.04,,77.33,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-19T00:00:00.000Z,,8.24,,,13.65,18.04,54,,22.63,18.23,21,,16.79,,26.86,,71.32,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-20T00:00:00.000Z,,9.88,,,16.77,20.78,61,,28.2,21.02,26,,16.83,,27.79,,67.43,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-21T00:00:00.000Z,,9.66,,,16.26,20.43,60,,26.97,20.66,25,,15.95,,28.92,,70.8,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-22T00:00:00.000Z,,8.9,,,15.67,19.34,59,,27.5,19.59,25,,14.02,,28.05,,74.07,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-23T00:00:00.000Z,,10.18,,,18.6,21.95,65,,33.3,22.27,31,,24.48,,29.94,,64.46,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-24T00:00:00.000Z,,10.41,,,18.08,22.1,64,,31.15,22.38,29,,28.07,,30.79,,68.21,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-25T00:00:00.000Z,,12.9,,,20.87,28.5,69,,33.03,28.76,31,,24.3,,27.16,,82.94,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-26T00:00:00.000Z,,11.76,,,18.71,24.33,65,,28.64,24.55,27,,20.36,,28.34,,69.56,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-27T00:00:00.000Z,,11.54,,,17.89,23.64,63,,26.49,23.82,25,,20.87,,28.91,,70.53,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-28T00:00:00.000Z,,9.02,,,15.14,19.35,57,,24.32,19.54,23,,15.16,,28.4,,75.12,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-29T00:00:00.000Z,,12.42,,,19.88,25.12,67,,30.58,25.36,28,,24.09,,30.44,,68.34,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-30T00:00:00.000Z,,2.03,,,3.41,7.14,14,,6.13,7.19,6,,20.97,,31.95,,68.32,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-07-31T00:00:00.000Z,,6.64,,,10.77,15.51,45,,17.71,15.66,16,,16.79,,29.36,,74.07,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-01T00:00:00.000Z,,6.19,,,10.59,15,44,,18.85,15.17,17,,21.7,,29.38,,67.57,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-02T00:00:00.000Z,,7.58,,,13.02,17.58,53,,23.41,17.79,22,,13.13,,29.74,,71.63,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-03T00:00:00.000Z,,9.32,,,16.07,20.16,59,,28.19,20.43,26,,17.11,,28.26,,74.68,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-04T00:00:00.000Z,,10.73,,,18.13,22.24,64,,29.95,22.5,28,,14.96,,28.24,,74.7,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-05T00:00:00.000Z,,11.34,,,18.78,23.62,65,,29.77,23.87,28,,13.39,,28.64,,74.15,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-06T00:00:00.000Z,,7.47,,,11.58,16.66,48,,18.29,16.8,17,,17.83,,27.61,,68.13,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-07T00:00:00.000Z,,9.91,,,14.72,20.83,57,,21.04,20.96,19,,21.22,,28.04,,64.7,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-08T00:00:00.000Z,,6.53,,,9.71,14.69,40,,13.53,14.77,13,,24.65,,31.27,,60.31,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-09T00:00:00.000Z,,9.81,,,14,20.93,55,,18.94,21.04,18,,17.14,,29.77,,68.77,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-10T00:00:00.000Z,,8.4,,,12.74,18.16,52,,18.77,18.28,17,,14.03,,28.47,,74.14,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-11T00:00:00.000Z,,6.49,,,10.29,14.5,43,,15.57,14.61,14,,18.33,,30.05,,69.59,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-12T00:00:00.000Z,,1.64,,,3.65,6.26,15,,7.65,6.34,7,,19.55,,31.07,,69.06,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-13T00:00:00.000Z,,5.91,,,10.61,14.3,44,,19.24,14.49,18,,12.98,,29,,75.59,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-14T00:00:00.000Z,,6.66,,,12.42,15.65,52,,24.13,15.9,22,,12.17,,27.91,,72.59,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-15T00:00:00.000Z,,5.84,,,12.83,14.62,53,,27.9,14.94,26,,18.51,,29.84,,66.65,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-16T00:00:00.000Z,,3.6,,,7.64,10.25,32,,15.93,10.42,15,,21.95,,32.11,,65.17,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-17T00:00:00.000Z,,3.58,,,6.97,10.1,29,,13.12,10.23,12,,29.73,,31.58,,66.03,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-18T00:00:00.000Z,,7.65,,,16.83,21.56,61,,27.58,21.92,26,,15.7,,30.06,,70.11,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-19T00:00:00.000Z,,5.26,,,8.39,12.78,35,,12.84,12.88,12,,18.68,,28.27,,78.71,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-20T00:00:00.000Z,,9.28,,,14.95,19.8,57,,23.78,19.99,22,,18.79,,30.76,,72.37,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-21T00:00:00.000Z,,8.33,,,13.72,18.45,54,,22.59,18.64,21,,14.03,,30.05,,76.9,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-22T00:00:00.000Z,,9.08,,,14.86,21.2,57,,24.1,21.39,22,,24.49,,28.24,,82.06,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-23T00:00:00.000Z,,2.41,,,5.5,7.94,23,,12.32,8.07,11,,19.48,,30.61,,70.48,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-24T00:00:00.000Z,,2.91,,,5.92,8.88,25,,12.24,9.01,11,,23.21,,32.03,,65.66,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-25T00:00:00.000Z,,2.62,,,4.99,8.38,21,,9.84,8.48,9,,15.15,,30.46,,68.59,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-26T00:00:00.000Z,,3.36,,,5.31,9.6,22,,8.67,9.67,8,,13.97,,28.42,,80.54,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-27T00:00:00.000Z,,4.55,,,7.11,11.79,30,,11.39,11.88,11,,16.39,,29.93,,74.39,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-28T00:00:00.000Z,,6.75,,,10.61,15.69,44,,17.12,15.82,16,,18.31,,30.16,,72.06,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-29T00:00:00.000Z,,11.02,,,19.43,23.73,66,,36.06,24.08,33,,17.26,,29.93,,77.69,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-30T00:00:00.000Z,,5.7,,,9.48,13.44,40,,16.22,13.57,15,,19.73,,27.11,,88.45,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-08-31T00:00:00.000Z,,1.07,,,2.34,5.19,10,,5.03,5.24,5,,23.63,,29.39,,77.94,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-01T00:00:00.000Z,,0.45,,,1.29,3.72,5,,3.7,3.77,3,,21.29,,31.41,,70.94,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-02T00:00:00.000Z,,1.04,,,2.75,4.73,11,,7.1,4.81,7,,20.15,,27.04,,88.47,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-04T00:00:00.000Z,,7.65,,,12.3,17.51,51,,20.43,17.68,19,,29.22,,32.22,,71.45,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-05T00:00:00.000Z,,4.88,,,7.37,11.67,31,,10.61,11.74,10,,22.94,,29.7,,80.04,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-06T00:00:00.000Z,,3.91,,,5.74,10.49,24,,7.88,10.53,7,,26.84,,32.07,,68.58,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-07T00:00:00.000Z,,7.19,,,10.61,16.19,44,,14.48,16.27,13,,15.89,,29.16,,79.22,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-08T00:00:00.000Z,,7.53,,,11.82,17.03,49,,17.97,17.16,17,,20.49,,29.69,,75.24,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-09T00:00:00.000Z,,10.51,,,16.09,22.88,59,,24.29,23.06,22,,18.04,,29.92,,75.34,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-10T00:00:00.000Z,,7.45,,,10.59,16.28,44,,14.48,16.37,13,,30.87,,31.55,,73.04,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-11T00:00:00.000Z,,7.2,,,11.35,16.35,47,,16.83,16.47,16,,23.03,,32.65,,69.13,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-12T00:00:00.000Z,,9.43,,,16.26,20.78,60,,28.24,21.04,26,,20.12,,31.39,,71.74,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-13T00:00:00.000Z,,7.04,,,12.41,16.51,52,,23.38,16.75,22,,18.14,,30.34,,75.77,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-14T00:00:00.000Z,,6.97,,,12.46,16.49,52,,24.51,16.74,23,,22.01,,31.52,,73.08,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-15T00:00:00.000Z,,1.47,,,2.55,5.93,11,,4.34,5.96,4,,19.24,,32.1,,70.82,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-16T00:00:00.000Z,,1.66,,,2.52,5.7,10,,4.02,5.73,4,,11.55,,29.22,,79.04,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-17T00:00:00.000Z,,5.49,,,8.3,12.97,35,,12.44,13.05,12,,26.02,,31.29,,70.86,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-18T00:00:00.000Z,,4.65,,,7.58,11.87,32,,11.96,11.96,11,,21.76,,32.65,,68.41,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-19T00:00:00.000Z,,6.14,,,9.38,14.65,39,,14.56,14.76,13,,15.71,,30.64,,75.55,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-20T00:00:00.000Z,,12.55,,,18.26,27.19,64,,23.84,27.33,22,,35.72,,30.67,,75.99,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-21T00:00:00.000Z,,5.46,,,8.14,13.27,34,,11.77,13.35,11,,25.6,,32.41,,65.92,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-22T00:00:00.000Z,,8.02,,,12.58,18.21,52,,19.4,18.36,18,,13.55,,31.47,,72.66,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-23T00:00:00.000Z,,2.87,,,4.97,8.38,21,,8.65,8.45,8,,20.43,,31.5,,69.25,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-24T00:00:00.000Z,,6.65,,,11.15,15.53,46,,18.41,15.68,17,,17.26,,29.97,,71.22,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-25T00:00:00.000Z,,7.19,,,11.92,16.82,50,,20.87,17,19,,12.44,,30.68,,73.19,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-26T00:00:00.000Z,,9.6,,,15.62,20.66,58,,26.54,20.88,25,,18.19,,30.91,,73.04,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-27T00:00:00.000Z,,9.92,,,15.39,21.22,58,,24.58,21.41,23,,15.77,,30.79,,72.93,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-28T00:00:00.000Z,,9.16,,,14.2,19.69,55,,21.69,19.85,20,,17.18,,30.69,,71.33,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-29T00:00:00.000Z,,9.64,,,15.38,22.52,58,,24.45,22.72,23,,19.47,,31.57,,68.08,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-09-30T00:00:00.000Z,,11.36,,,18.09,23.51,64,,27.12,23.71,25,,18.17,,31.1,,70.74,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-01T00:00:00.000Z,,13,,,20.15,26.57,68,,30.96,26.8,29,,18.37,,31.08,,73.23,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-02T00:00:00.000Z,,12.48,,,19.94,25.51,67,,31.45,25.76,29,,16.71,,30.72,,73.57,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-03T00:00:00.000Z,,8.3,,,12.31,18.7,51,,17.19,18.8,16,,25.68,,31.62,,69.72,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-04T00:00:00.000Z,,10.79,,,16.73,23.17,61,,25.12,23.35,23,,15.19,,30.95,,72.89,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-05T00:00:00.000Z,,12.59,,,20.79,26.38,69,,35.29,26.7,33,,20.28,,30.38,,74.37,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-06T00:00:00.000Z,,10.98,,,18.54,23.77,65,,30.96,24.05,29,,16.89,,31.48,,72.45,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-07T00:00:00.000Z,,9.18,,,15.74,20.1,59,,26.71,20.34,25,,14.74,,30.16,,75.2,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-08T00:00:00.000Z,,12.08,,,20.38,25.7,68,,34.8,26.01,32,,20.83,,30.72,,71.14,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-09T00:00:00.000Z,,18.17,,,26.57,40.59,81,,35.87,40.78,33,,22.75,,27.62,,85.24,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-10T00:00:00.000Z,,17.21,,,24.57,39.22,77,,31.57,39.37,29,,26.96,,29.88,,76.28,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-11T00:00:00.000Z,,8.35,,,14.3,18.91,56,,24.94,19.13,23,,21.26,,30.99,,72.18,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-12T00:00:00.000Z,,10.34,,,17.03,22.6,61,,31.62,22.88,29,,26.28,,30.77,,75.83,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-13T00:00:00.000Z,,7.03,,,12.43,16.71,52,,23.53,16.94,22,,29.93,,32.62,,68.94,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-14T00:00:00.000Z,,7.81,,,11.57,18.7,48,,16.37,18.81,15,,21.02,,29.19,,77.95,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-15T00:00:00.000Z,,3.32,,,5.87,9.52,24,,10.44,9.61,10,,19.74,,32.34,,67.63,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-16T00:00:00.000Z,,9.17,,,13.03,20.86,53,,17.59,20.95,16,,23.22,,31.71,,65.06,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-17T00:00:00.000Z,,7.76,,,18.27,18.76,64,,40.35,19.3,37,,19.24,,31.9,,72.19,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-18T00:00:00.000Z,,11.25,,,25.84,25.84,80,,57.43,26.66,52,,16.77,,31.53,,77.46,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-19T00:00:00.000Z,,8.13,,,18.64,19.47,65,,42.24,20.03,39,,15.29,,31.29,,76.03,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-20T00:00:00.000Z,,3.83,,,7.22,10.58,30,,13.99,10.72,13,,24.55,,32.47,,65.4,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-21T00:00:00.000Z,,5.54,,,8.83,13.24,37,,14.34,13.35,13,,24.43,,31.52,,67.03,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-22T00:00:00.000Z,,2.9,,,6.38,9.09,27,,14.06,9.24,13,,23.35,,31.29,,62.34,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-23T00:00:00.000Z,,4.28,,,10.12,11.86,42,,23.36,12.13,22,,19.24,,30.37,,63.71,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-24T00:00:00.000Z,,8.91,,,19.37,22.12,66,,40.67,22.74,38,,13.35,,31.83,,64.39,,,,,14.68,-17.46
DJXKT9548,CLARITY_NODE,AFKCH5X0,2019-10-25T00:00:00.000Z,,6.22,,,9.19,14.87,38,,13.64,14.96,13,,15.16,,31.39,,70.17,,,,,14.68,-17.46
