Location ID,Location Name,Location Group,Location Type,Sensor ID,Place Open,Local Date/Time,UTC Date/Time,# of aggregated records,PM2.5 (μg/m³) raw,PM2.5 (μg/m³) corrected,0.3μm particle count,CO2 (ppm) raw,CO2 (ppm) corrected,Temperature (°C) raw,Temperature (°C) corrected,Heat Index (°C),Humidity (%) raw,Humidity (%) corrected,TVOC (ppb),TVOC index,NOX index,PM1 (μg/m³),PM10 (μg/m³),measure0,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15,measure16,measure17,measure18,measure19
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 23:00,2026-06-07T03:00:00.000Z,20,12.8,8.8,1764,444,444,20.1,20.1,20.1,95,95,,32538,19949,9.7,13.2,,,,,,,,479,78.5,1.9,0.1,0,12.6,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 22:00,2026-06-07T02:00:00.000Z,20,14,9.4,1888,442,442,20.5,20.5,20.6,95,95,,32463,19911,10.2,14.6,,,,,,,,518.7,89.3,3.1,0.1,0,14,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 21:00,2026-06-07T01:00:00.000Z,20,13,9.1,1818,450,450,21.2,21.2,21.2,94,94,,32278,19898,9.6,13.5,,,,,,,,502.3,85,2.6,0.2,0.2,13.2,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 20:00,2026-06-07T00:00:00.000Z,20,8.4,6.3,1267,426,426,21.4,21.4,21.5,90,90,,32465,20100,6.2,9.2,,,,,,,,341.1,55.8,2.6,0.5,0.2,8.4,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 19:00,2026-06-06T23:00:00.000Z,20,9.5,8.1,1611,407,407,26,26,26.5,66,66,,32603,20005,7.6,10,,,,,,,,450,58.3,1.3,0.2,0.2,10.1,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 18:00,2026-06-06T22:00:00.000Z,20,18.6,14.7,2946,406,406,30.7,30.7,31.8,49,49,,32377,19786,15.2,19.1,,,,,,,,788.2,98.7,2,0.1,0.1,18.7,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 17:00,2026-06-06T21:00:00.000Z,20,17.7,14.2,2838,400,400,32.1,32.1,33.6,46,46,,32315,19673,14.5,17.9,,,,,,,,754.5,91.8,1.9,0,0,17.7,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 16:00,2026-06-06T20:00:00.000Z,20,14.7,12.2,2434,405,405,33.5,33.5,35.2,42,42,,32230,19528,12.2,15,,,,,,,,651.4,75.5,1.7,0,0,14.8,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 15:00,2026-06-06T19:00:00.000Z,20,14.4,12.2,2430,409,409,36.1,36.1,38.4,37,37,,32088,19385,11.9,14.7,,,,,,,,640.8,75.8,1.1,0.1,0.1,14.5,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 14:00,2026-06-06T18:00:00.000Z,20,15.2,12.9,2572,404,404,36.5,36.5,39.1,37,37,,32030,19306,12.7,15.4,,,,,,,,679.1,79,1,0,0,15.4,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 13:00,2026-06-06T17:00:00.000Z,20,16,13.5,2704,409,409,36.6,36.6,39.4,37,37,,31979,19353,13.4,16.4,,,,,,,,702.4,80,1.4,0.1,0,15.9,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 12:00,2026-06-06T16:00:00.000Z,20,18,15,2998,410,410,35.5,35.5,38,40,40,,32018,19397,14.9,18.2,,,,,,,,785.5,92.4,1.3,0,0,18.1,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 11:00,2026-06-06T15:00:00.000Z,20,20,16.4,3281,421,421,35.8,35.8,38.7,40,40,,31983,19458,16.5,20.3,,,,,,,,865.9,99.2,1.5,0,0,20,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 10:00,2026-06-06T14:00:00.000Z,20,20.4,16.6,3310,419,419,33.1,33.1,35.3,45,45,,32120,19583,16.9,20.7,,,,,,,,869.2,101.8,1.8,0,0,20.2,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 9:00,2026-06-06T13:00:00.000Z,19,26.3,20,4009,452,452,31.1,31.1,33.1,51,51,,32073,19720,20.4,27,,,,,,,,1079.2,141.4,3,0.3,0.1,26.5,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/6/2026 8:00,2026-06-06T12:00:00.000Z,20,29,21.8,4363,466,466,28.4,28.4,29.7,57,57,,32099,19725,21.6,30.4,,,,,,,,1170,162.5,4.8,0.3,0.1,29.5,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 7:00,2026-06-06T11:00:00.000Z,20,29.8,21.8,4358,474,474,23.7,23.7,23.9,71,71,,32139,19571,21.9,31.6,,,,,,,,1172.2,167.5,6.6,0.2,0,30.7,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 6:00,2026-06-06T10:00:00.000Z,20,30.2,21.3,4262,490,490,21.5,21.5,21.4,76,76,,32237,19448,22.3,31.7,,,,,,,,1150.4,163.1,5.8,0.2,0.1,30.8,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 5:00,2026-06-06T09:00:00.000Z,20,31.1,21.7,4347,485,485,19.6,19.6,19.5,81,81,,32325,19450,22.8,32.7,,,,,,,,1157.9,174.3,6,0.2,0,31.9,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 4:00,2026-06-06T08:00:00.000Z,20,30.2,21.3,4257,484,484,20,20,20,79,79,,32280,19470,22.4,31.7,,,,,,,,1144.3,165.2,6,0.5,0.3,30.8,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 3:00,2026-06-06T07:00:00.000Z,20,29,20.4,4081,485,485,20.2,20.2,20.2,77,77,,32276,19498,21.6,30.2,,,,,,,,1094.8,157.1,5.5,0.3,0.1,29.4,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 2:00,2026-06-06T06:00:00.000Z,20,26.8,18.7,3735,484,484,20.6,20.6,20.7,75,75,,32313,19474,20.1,27.5,,,,,,,,990.5,142.4,5.5,0.1,0.1,26.4,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 1:00,2026-06-06T05:00:00.000Z,20,24.6,17.7,3533,482,482,21.4,21.4,21.4,72,72,,32225,19441,19,25.3,,,,,,,,944.8,132.6,4.3,0.3,0.2,24.6,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/6/2026 0:00,2026-06-06T04:00:00.000Z,20,27.4,19.4,3879,480,480,22.1,22.1,22,69,69,,32103,19332,20.3,28.6,,,,,,,,1037.2,152.5,6.5,0.8,0.4,27.5,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/5/2026 23:00,2026-06-06T03:00:00.000Z,20,22.1,16.3,3264,461,461,23,23,23,65,65,,32115,19347,17.2,23,,,,,,,,866.6,115.5,4.7,0.5,0.2,21.8,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/5/2026 22:00,2026-06-06T02:00:00.000Z,20,17.9,13.8,2766,446,446,23.9,23.9,23.9,61,61,,32200,19407,14,18.4,,,,,,,,734.1,99.8,3.3,0.1,0,17.9,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/5/2026 21:00,2026-06-06T01:00:00.000Z,20,15,12,2409,432,432,25.1,25.1,25.1,56,56,,32302,19416,12,15.5,,,,,,,,640.8,80.3,2.7,0,0,15.1,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/5/2026 20:00,2026-06-06T00:00:00.000Z,20,13.1,10.9,2179,417,417,26.5,26.5,26.7,51,51,,32420,19456,10.6,13.6,,,,,,,,555.4,64.6,1.5,0.2,0,12.5,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 19:00,2026-06-05T23:00:00.000Z,20,9.1,7.9,1585,407,407,28.6,28.6,28.7,44,44,,32484,19466,7.3,9.4,,,,,,,,415.4,51.5,0.8,0,0,9.1,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 18:00,2026-06-05T22:00:00.000Z,20,8.8,7.7,1542,402,402,31,31,30.4,36,36,,32523,19389,7,9.1,,,,,,,,409.7,50.4,1.1,0,0,8.8,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 17:00,2026-06-05T21:00:00.000Z,20,8.6,7.7,1531,402,402,33.8,33.8,33.2,31,31,,32322,19068,6.9,8.7,,,,,,,,407,49.4,0.6,0,0,8.6,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 16:00,2026-06-05T20:00:00.000Z,20,9.4,8.5,1691,400,400,36.6,36.6,36.7,28,28,,32117,18964,7.7,9.8,,,,,,,,441.1,51.3,1.2,0,0,9.4,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 15:00,2026-06-05T19:00:00.000Z,20,8.8,8.1,1613,398,398,37.9,37.9,38.5,27,27,,31993,18879,7.1,9.1,,,,,,,,403.6,47.5,0.6,0,0,8.5,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 14:00,2026-06-05T18:00:00.000Z,20,7.6,7.3,1464,396,396,39.4,39.4,40.2,25,25,,31847,18649,6.4,7.9,,,,,,,,378.9,40.5,0.6,0,0,7.6,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 13:00,2026-06-05T17:00:00.000Z,20,7.6,7.3,1457,397,397,39.3,39.3,39.8,24,24,,31905,18688,6.1,7.9,,,,,,,,376.4,43.1,0.8,0,0,7.7,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 12:00,2026-06-05T16:00:00.000Z,20,8.3,7.7,1536,405,405,37.9,37.9,38.1,26,26,,32059,18952,6.7,8.6,,,,,,,,392.2,47.2,0.8,0,0,8.2,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 11:00,2026-06-05T15:00:00.000Z,20,9.3,8.4,1672,409,409,35.8,35.8,35.8,30,30,,32059,19122,7.6,9.5,,,,,,,,431.2,48.5,1,0,0,9.2,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 10:00,2026-06-05T14:00:00.000Z,20,11,9.3,1856,422,422,33.7,33.7,33.7,34,34,,32174,19285,8.8,11.4,,,,,,,,492.6,61.3,1.5,0.2,0,11,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 9:00,2026-06-05T13:00:00.000Z,19,10,8.6,1729,426,426,31.1,31.1,30.7,37,37,,32259,19276,8.1,10.4,,,,,,,,452.2,54.1,1.4,0.2,0.2,9.9,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 8:00,2026-06-05T12:00:00.000Z,20,11.3,9.4,1882,453,453,28.8,28.8,28.6,42,42,,32191,19322,8.8,12,,,,,,,,496.5,64.9,2.7,0.3,0.2,11.4,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,TRUE,6/5/2026 7:00,2026-06-05T11:00:00.000Z,20,15.8,12.1,2420,479,479,23.5,23.5,23.5,61,61,,31889,19127,12.3,16.4,,,,,,,,639.2,88.6,2.6,0.2,0.1,15.7,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/5/2026 6:00,2026-06-05T10:00:00.000Z,20,17.6,12.4,2486,484,484,18.5,18.5,18.5,71,71,,32244,19241,13.5,18.2,,,,,,,,664.8,99.1,3.5,0.1,0,17.7,,,,,,,
190626,Collocation-Philly-Montgomery-007,,Outdoor,airgradient:588c81359e44,FALSE,6/5/2026 5:00,2026-06-05T09:00:00.000Z,20,16.6,11.5,2295,476,476,16.4,16.4,16.5,76,76,,32451,19360,12.6,17.1,,,,,,,,614.1,89.3,3.6,0.2,0.1,16.5,,,,,,,
