nodeId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure1HourMean.raw,atmPressure1HourMean.status,atmPressure1HourMean.value,bcAllSources1HourMean.raw,bcAllSources1HourMean.status,bcAllSources1HourMean.value,bcBiomass1HourMean.raw,bcBiomass1HourMean.status,bcBiomass1HourMean.value,bcFossilFuel1HourMean.raw,bcFossilFuel1HourMean.status,bcFossilFuel1HourMean.value,bcSpectralB1HourMean.raw,bcSpectralB1HourMean.status,bcSpectralB1HourMean.value,bcSpectralG1HourMean.raw,bcSpectralG1HourMean.status,bcSpectralG1HourMean.value,bcSpectralIR1HourMean.raw,bcSpectralIR1HourMean.status,bcSpectralIR1HourMean.value,bcSpectralR1HourMean.raw,bcSpectralR1HourMean.status,bcSpectralR1HourMean.value,bcSpectralUV1HourMean.raw,bcSpectralUV1HourMean.status,bcSpectralUV1HourMean.value,no2Conc1HourMean.raw,no2Conc1HourMean.status,no2Conc1HourMean.value,no2Conc1HourMeanUsEpaAqi.raw,no2Conc1HourMeanUsEpaAqi.status,no2Conc1HourMeanUsEpaAqi.value,no2Conc1HourMeanWaDwerAqi.raw,no2Conc1HourMeanWaDwerAqi.status,no2Conc1HourMeanWaDwerAqi.value,o3Conc1HourMean.raw,o3Conc1HourMean.status,o3Conc1HourMean.value,o3Conc1HourMeanWaDwerAqi.raw,o3Conc1HourMeanWaDwerAqi.status,o3Conc1HourMeanWaDwerAqi.value,pm10ConcMass1HourMean.raw,pm10ConcMass1HourMean.status,pm10ConcMass1HourMean.value,pm10ConcMass1HourMeanWaDwerAqi.raw,pm10ConcMass1HourMeanWaDwerAqi.status,pm10ConcMass1HourMeanWaDwerAqi.value,pm10ConcMass24HourRollingMean.raw,pm10ConcMass24HourRollingMean.status,pm10ConcMass24HourRollingMean.value,pm10ConcNum1HourMean.raw,pm10ConcNum1HourMean.status,pm10ConcNum1HourMean.value,pm10ConcNum24HourRollingMean.raw,pm10ConcNum24HourRollingMean.status,pm10ConcNum24HourRollingMean.value,pm1ConcMass1HourMean.raw,pm1ConcMass1HourMean.status,pm1ConcMass1HourMean.value,pm1ConcNum1HourMean.raw,pm1ConcNum1HourMean.status,pm1ConcNum1HourMean.value,pm2_5ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value,pm2_5ConcMass1HourMeanWaDwerAqi.raw,pm2_5ConcMass1HourMeanWaDwerAqi.status,pm2_5ConcMass1HourMeanWaDwerAqi.value,pm2_5ConcMass24HourRollingMean.raw,pm2_5ConcMass24HourRollingMean.status,pm2_5ConcMass24HourRollingMean.value,pm2_5ConcMassNowcast.raw,pm2_5ConcMassNowcast.status,pm2_5ConcMassNowcast.value,pm2_5ConcMassNowcastUsEpaAqi.raw,pm2_5ConcMassNowcastUsEpaAqi.status,pm2_5ConcMassNowcastUsEpaAqi.value,pm2_5ConcNum1HourMean.raw,pm2_5ConcNum1HourMean.status,pm2_5ConcNum1HourMean.value,pm2_5ConcNum24HourRollingMean.raw,pm2_5ConcNum24HourRollingMean.status,pm2_5ConcNum24HourRollingMean.value,relHumidAmbient1HourMean.raw,relHumidAmbient1HourMean.status,relHumidAmbient1HourMean.value,relHumidInternal1HourMean.raw,relHumidInternal1HourMean.status,relHumidInternal1HourMean.value,temperatureAmbient1HourMean.raw,temperatureAmbient1HourMean.status,temperatureAmbient1HourMean.value,temperatureInternal1HourMean.raw,temperatureInternal1HourMean.status,temperatureInternal1HourMean.value,windDirection1HourMean.raw,windDirection1HourMean.status,windDirection1HourMean.value,windSpeed1HourMean.raw,windSpeed1HourMean.status,windSpeed1HourMean.value
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T05:00:00.000Z,2025-11-30T06:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.09,calibration-missing,,15,calibration-missing,,16,calibration-missing,,11.91,calibration-missing,,12,calibration-missing,,36.02,calibration-missing,,36,calibration-missing,,17.08,calibration-missing,,20.71,sensor-ready,20.71,10.79,sensor-ready,10.79,17.57,calibration-missing,,19.49,sensor-ready,19.49,29.95,calibrated-ready,15.61,30,calibrated-ready,16,14.21,calibrated-ready,9.10,30.08,calibrated-ready,15.51,90,calibrated-ready,63,20.48,sensor-ready,20.48,10.68,sensor-ready,10.68,,,,58.60,sensor-ready,58.60,,,,2.02,sensor-ready,2.02,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T05:00:00.000Z,2025-11-30T06:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.29,calibration-missing,,15,calibration-missing,,16,calibration-missing,,12.90,calibration-missing,,13,calibration-missing,,37.67,calibration-missing,,38,calibration-missing,,17.81,calibration-missing,,20.36,sensor-ready,20.36,10.86,sensor-ready,10.86,16.21,calibration-missing,,19.10,sensor-ready,19.10,30.88,calibrated-ready,15.95,31,calibrated-ready,16,15.05,calibrated-ready,9.29,31.19,calibrated-ready,15.80,92,calibrated-ready,63,20.08,sensor-ready,20.08,10.72,sensor-ready,10.72,,,,58.78,sensor-ready,58.78,,,,2.09,sensor-ready,2.09,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T06:00:00.000Z,2025-11-30T07:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.77,calibration-missing,,10,calibration-missing,,12,calibration-missing,,18.26,calibration-missing,,18,calibration-missing,,31.26,calibration-missing,,31,calibration-missing,,18.17,calibration-missing,,18.59,sensor-ready,18.59,11.40,sensor-ready,11.40,15.03,calibration-missing,,17.57,sensor-ready,17.57,25.22,calibrated-ready,13.96,25,calibrated-ready,14,15.10,calibrated-ready,9.48,27.65,calibrated-ready,14.74,85,calibrated-ready,61,18.41,sensor-ready,18.41,11.28,sensor-ready,11.28,,,,58.90,sensor-ready,58.90,,,,2.27,sensor-ready,2.27,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T06:00:00.000Z,2025-11-30T07:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.27,calibration-missing,,9,calibration-missing,,10,calibration-missing,,22.89,calibration-missing,,23,calibration-missing,,30.07,calibration-missing,,30,calibration-missing,,18.80,calibration-missing,,17.47,sensor-ready,17.47,11.38,sensor-ready,11.38,13.98,calibration-missing,,16.40,sensor-ready,16.40,26.04,calibrated-ready,13.44,26,calibrated-ready,13,15.90,calibrated-ready,9.63,28.61,calibrated-ready,14.62,87,calibrated-ready,61,17.23,sensor-ready,17.23,11.24,sensor-ready,11.24,,,,58.94,sensor-ready,58.94,,,,2.36,sensor-ready,2.36,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T07:00:00.000Z,2025-11-30T08:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32,calibration-missing,,10,calibration-missing,,11,calibration-missing,,19.04,calibration-missing,,19,calibration-missing,,26.91,calibration-missing,,27,calibration-missing,,19.04,calibration-missing,,17.19,sensor-ready,17.19,11.93,sensor-ready,11.93,13.38,calibration-missing,,16.25,sensor-ready,16.25,22.74,calibrated-ready,12.68,23,calibrated-ready,13,15.85,calibrated-ready,9.80,25.20,calibrated-ready,13.71,81,calibrated-ready,60,17.02,sensor-ready,17.02,11.81,sensor-ready,11.81,,,,58.20,sensor-ready,58.20,,,,2.44,sensor-ready,2.44,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T07:00:00.000Z,2025-11-30T08:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.84,calibration-missing,,11,calibration-missing,,13,calibration-missing,,20.83,calibration-missing,,21,calibration-missing,,27.34,calibration-missing,,27,calibration-missing,,19.70,calibration-missing,,15.77,sensor-ready,15.77,11.86,sensor-ready,11.86,12.00,calibration-missing,,14.78,sensor-ready,14.78,23.22,calibrated-ready,12.54,23,calibrated-ready,13,16.66,calibrated-ready,9.93,25.92,calibrated-ready,13.58,82,calibrated-ready,59,15.55,sensor-ready,15.55,11.71,sensor-ready,11.71,,,,58.24,sensor-ready,58.24,,,,2.51,sensor-ready,2.51,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T08:00:00.000Z,2025-11-30T09:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02,calibration-missing,,12,calibration-missing,,13,calibration-missing,,18.02,calibration-missing,,18,calibration-missing,,23.32,calibration-missing,,23,calibration-missing,,19.80,calibration-missing,,15.39,sensor-ready,15.39,12.40,sensor-ready,12.40,12.17,calibration-missing,,14.59,sensor-ready,14.59,20.14,calibrated-ready,11.15,20,calibrated-ready,11,16.51,calibrated-ready,10.06,22.67,calibrated-ready,12.43,76,calibrated-ready,57,15.25,sensor-ready,15.25,12.27,sensor-ready,12.27,,,,60.34,sensor-ready,60.34,,,,2.26,sensor-ready,2.26,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T08:00:00.000Z,2025-11-30T09:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96,calibration-missing,,10,calibration-missing,,12,calibration-missing,,22.55,calibration-missing,,23,calibration-missing,,26.30,calibration-missing,,26,calibration-missing,,20.53,calibration-missing,,15.47,sensor-ready,15.47,12.31,sensor-ready,12.31,12.29,calibration-missing,,14.53,sensor-ready,14.53,22.06,calibrated-ready,11.91,22,calibrated-ready,12,17.35,calibrated-ready,10.21,23.99,calibrated-ready,12.75,79,calibrated-ready,58,15.29,sensor-ready,15.29,12.16,sensor-ready,12.16,,,,60.41,sensor-ready,60.41,,,,2.36,sensor-ready,2.36,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T09:00:00.000Z,2025-11-30T10:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.40,calibration-missing,,15,calibration-missing,,16,calibration-missing,,14.72,calibration-missing,,15,calibration-missing,,20.83,calibration-missing,,21,calibration-missing,,20.41,calibration-missing,,14.22,sensor-ready,14.22,12.81,sensor-ready,12.81,11.15,calibration-missing,,13.51,sensor-ready,13.51,18.40,calibrated-ready,10.19,18,calibrated-ready,10,17.07,calibrated-ready,10.27,20.53,calibrated-ready,11.31,72,calibrated-ready,55,14.10,sensor-ready,14.10,12.68,sensor-ready,12.68,,,,61.32,sensor-ready,61.32,,,,2.19,sensor-ready,2.19,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T09:00:00.000Z,2025-11-30T10:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34,calibration-missing,,12,calibration-missing,,13,calibration-missing,,21.01,calibration-missing,,21,calibration-missing,,20.49,calibration-missing,,20,calibration-missing,,21.09,calibration-missing,,12.26,sensor-ready,12.26,12.65,sensor-ready,12.65,9.54,calibration-missing,,11.56,sensor-ready,11.56,17.31,calibrated-ready,9.76,17,calibrated-ready,10,17.84,calibrated-ready,10.39,20.65,calibrated-ready,11.25,72,calibrated-ready,55,12.13,sensor-ready,12.13,12.49,sensor-ready,12.49,,,,61.43,sensor-ready,61.43,,,,2.27,sensor-ready,2.27,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T10:00:00.000Z,2025-11-30T11:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.14,calibration-missing,,14,calibration-missing,,15,calibration-missing,,15.45,calibration-missing,,15,calibration-missing,,19.17,calibration-missing,,19,calibration-missing,,20.96,calibration-missing,,12.73,sensor-ready,12.73,13.16,sensor-ready,13.16,10.13,calibration-missing,,12.07,sensor-ready,12.07,16.77,calibrated-ready,9.55,17,calibrated-ready,10,17.55,calibrated-ready,10.45,18.65,calibrated-ready,10.55,69,calibrated-ready,54,12.64,sensor-ready,12.64,13.02,sensor-ready,13.02,,,,61.06,sensor-ready,61.06,,,,2.29,sensor-ready,2.29,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T10:00:00.000Z,2025-11-30T11:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19,calibration-missing,,12,calibration-missing,,13,calibration-missing,,18.91,calibration-missing,,19,calibration-missing,,22.11,calibration-missing,,22,calibration-missing,,21.73,calibration-missing,,12.98,sensor-ready,12.98,12.99,sensor-ready,12.99,9.94,calibration-missing,,12.25,sensor-ready,12.25,18.24,calibrated-ready,10.34,18,calibrated-ready,10,18.37,calibrated-ready,10.60,19.45,calibrated-ready,10.87,70,calibrated-ready,54,12.82,sensor-ready,12.82,12.83,sensor-ready,12.83,,,,61.12,sensor-ready,61.12,,,,2.39,sensor-ready,2.39,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T11:00:00.000Z,2025-11-30T12:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,calibration-missing,,17,calibration-missing,,19,calibration-missing,,10.18,calibration-missing,,10,calibration-missing,,17.59,calibration-missing,,18,calibration-missing,,21.38,calibration-missing,,12.01,sensor-ready,12.01,13.46,sensor-ready,13.46,9.04,calibration-missing,,11.41,sensor-ready,11.41,15.26,calibrated-ready,9.04,15,calibrated-ready,9,17.95,calibrated-ready,10.60,16.96,calibrated-ready,9.74,66,calibrated-ready,52,11.89,sensor-ready,11.89,13.32,sensor-ready,13.32,,,,60.98,sensor-ready,60.98,,,,2.42,sensor-ready,2.42,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T11:00:00.000Z,2025-11-30T12:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24,calibration-missing,,13,calibration-missing,,14,calibration-missing,,18.15,calibration-missing,,18,calibration-missing,,15.74,calibration-missing,,16,calibration-missing,,22.07,calibration-missing,,10.81,sensor-ready,10.81,13.22,sensor-ready,13.22,7.95,calibration-missing,,10.24,sensor-ready,10.24,13.72,calibrated-ready,8.39,14,calibrated-ready,8,18.66,calibrated-ready,10.72,16.58,calibrated-ready,9.59,65,calibrated-ready,52,10.71,sensor-ready,10.71,13.05,sensor-ready,13.05,,,,60.75,sensor-ready,60.75,,,,2.50,sensor-ready,2.50,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T12:00:00.000Z,2025-11-30T13:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.05,calibration-missing,,21,calibration-missing,,22,calibration-missing,,14.85,calibration-missing,,15,calibration-missing,,15.27,calibration-missing,,15,calibration-missing,,21.63,calibration-missing,,10.24,sensor-ready,10.24,13.61,sensor-ready,13.61,7.66,calibration-missing,,9.72,sensor-ready,9.72,12.49,calibrated-ready,7.32,12,calibrated-ready,7,18.13,calibrated-ready,10.66,14.72,calibrated-ready,8.53,61,calibrated-ready,47,10.14,sensor-ready,10.14,13.47,sensor-ready,13.47,,,,69.24,sensor-ready,69.24,,,,1.99,sensor-ready,1.99,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T12:00:00.000Z,2025-11-30T13:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.36,calibration-missing,,17,calibration-missing,,18,calibration-missing,,23.14,calibration-missing,,23,calibration-missing,,13.84,calibration-missing,,14,calibration-missing,,22.23,calibration-missing,,9.89,sensor-ready,9.89,13.35,sensor-ready,13.35,7.29,calibration-missing,,9.40,sensor-ready,9.40,12.77,calibrated-ready,6.98,13,calibrated-ready,7,18.84,calibrated-ready,10.75,14.67,calibrated-ready,8.28,61,calibrated-ready,46,9.81,sensor-ready,9.81,13.19,sensor-ready,13.19,,,,68.21,sensor-ready,68.21,,,,2.14,sensor-ready,2.14,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T13:00:00.000Z,2025-11-30T14:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.90,calibration-missing,,22,calibration-missing,,24,calibration-missing,,11.91,calibration-missing,,12,calibration-missing,,20.62,calibration-missing,,21,calibration-missing,,22.09,calibration-missing,,12.83,sensor-ready,12.83,13.87,sensor-ready,13.87,10.08,calibration-missing,,12.12,sensor-ready,12.12,17.30,calibrated-ready,7.98,17,calibrated-ready,8,18.52,calibrated-ready,10.72,16.01,calibrated-ready,8.25,64,calibrated-ready,46,12.71,sensor-ready,12.71,13.73,sensor-ready,13.73,,,,76.75,sensor-ready,76.75,,,,1.22,sensor-ready,1.22,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T13:00:00.000Z,2025-11-30T14:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.43,calibration-missing,,17,calibration-missing,,18,calibration-missing,,19.07,calibration-missing,,19,calibration-missing,,22.41,calibration-missing,,22,calibration-missing,,22.70,calibration-missing,,12.09,sensor-ready,12.09,13.55,sensor-ready,13.55,9.68,calibration-missing,,11.29,sensor-ready,11.29,18.86,calibrated-ready,8.15,19,calibrated-ready,8,19.25,calibrated-ready,10.81,16.76,calibrated-ready,8.22,65,calibrated-ready,46,11.91,sensor-ready,11.91,13.39,sensor-ready,13.39,,,,76.98,sensor-ready,76.98,,,,1.31,sensor-ready,1.31,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T14:00:00.000Z,2025-11-30T15:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.76,calibration-missing,,18,calibration-missing,,20,calibration-missing,,12.29,calibration-missing,,12,calibration-missing,,22.52,calibration-missing,,23,calibration-missing,,22.63,calibration-missing,,13.81,sensor-ready,13.81,14.17,sensor-ready,14.17,10.95,calibration-missing,,13.02,sensor-ready,13.02,19.62,calibrated-ready,8.45,20,calibrated-ready,8,19.02,calibrated-ready,10.79,17.81,calibrated-ready,8.35,67,calibrated-ready,46,13.64,sensor-ready,13.64,14.02,sensor-ready,14.02,,,,76.74,sensor-ready,76.74,,,,1.40,sensor-ready,1.40,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T14:00:00.000Z,2025-11-30T15:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32,calibration-missing,,17,calibration-missing,,18,calibration-missing,,16.16,calibration-missing,,16,calibration-missing,,23.73,calibration-missing,,24,calibration-missing,,23.34,calibration-missing,,13.52,sensor-ready,13.52,13.84,sensor-ready,13.84,10.46,calibration-missing,,12.68,sensor-ready,12.68,20.01,calibrated-ready,8.59,20,calibrated-ready,9,19.74,calibrated-ready,10.90,18.38,calibrated-ready,8.40,68,calibrated-ready,47,13.35,sensor-ready,13.35,13.66,sensor-ready,13.66,,,,77.44,sensor-ready,77.44,,,,1.52,sensor-ready,1.52,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T15:00:00.000Z,2025-11-30T16:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,calibration-missing,,9,calibration-missing,,10,calibration-missing,,19.06,calibration-missing,,19,calibration-missing,,17.96,calibration-missing,,18,calibration-missing,,22.95,calibration-missing,,11.39,sensor-ready,11.39,14.32,sensor-ready,14.32,8.46,calibration-missing,,10.76,sensor-ready,10.76,15.16,calibrated-ready,7.77,15,calibrated-ready,8,19.27,calibrated-ready,10.81,16.48,calibrated-ready,8.06,65,calibrated-ready,44,11.28,sensor-ready,11.28,14.18,sensor-ready,14.18,,,,72.05,sensor-ready,72.05,,,,2.10,sensor-ready,2.10,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T15:00:00.000Z,2025-11-30T16:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79,calibration-missing,,11,calibration-missing,,13,calibration-missing,,19.21,calibration-missing,,19,calibration-missing,,17.97,calibration-missing,,18,calibration-missing,,23.66,calibration-missing,,11.48,sensor-ready,11.48,13.99,sensor-ready,13.99,8.60,calibration-missing,,10.83,sensor-ready,10.83,16.02,calibrated-ready,7.78,16,calibrated-ready,8,20.03,calibrated-ready,10.91,17.20,calibrated-ready,8.09,66,calibrated-ready,44,11.34,sensor-ready,11.34,13.82,sensor-ready,13.82,,,,71.66,sensor-ready,71.66,,,,2.45,sensor-ready,2.45,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T16:00:00.000Z,2025-11-30T17:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48,calibration-missing,,6,calibration-missing,,6,calibration-missing,,22.48,calibration-missing,,22,calibration-missing,,15.90,calibration-missing,,16,calibration-missing,,23.04,calibration-missing,,11.18,sensor-ready,11.18,14.43,sensor-ready,14.43,7.77,calibration-missing,,10.59,sensor-ready,10.59,13.86,calibrated-ready,7.68,14,calibrated-ready,8,19.41,calibrated-ready,10.78,15.17,calibrated-ready,7.87,62,calibrated-ready,43,11.08,sensor-ready,11.08,14.29,sensor-ready,14.29,,,,68.22,sensor-ready,68.22,,,,3.58,sensor-ready,3.58,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T16:00:00.000Z,2025-11-30T17:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39,calibration-missing,,6,calibration-missing,,6,calibration-missing,,26.77,calibration-missing,,27,calibration-missing,,16.30,calibration-missing,,16,calibration-missing,,23.96,calibration-missing,,10.81,sensor-ready,10.81,14.13,sensor-ready,14.13,8.13,calibration-missing,,10.21,sensor-ready,10.21,14.41,calibrated-ready,7.83,14,calibrated-ready,8,20.28,calibrated-ready,10.95,15.80,calibrated-ready,7.96,63,calibrated-ready,44,10.69,sensor-ready,10.69,13.95,sensor-ready,13.95,,,,67.07,sensor-ready,67.07,,,,4.05,sensor-ready,4.05,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T17:00:00.000Z,2025-11-30T18:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,calibration-missing,,8,calibration-missing,,8,calibration-missing,,20.76,calibration-missing,,21,calibration-missing,,17.35,calibration-missing,,17,calibration-missing,,23.35,calibration-missing,,12.16,sensor-ready,12.16,14.59,sensor-ready,14.59,8.75,calibration-missing,,11.53,sensor-ready,11.53,15.51,calibrated-ready,8.52,16,calibrated-ready,9,19.68,calibrated-ready,10.81,15.34,calibrated-ready,8.19,63,calibrated-ready,45,12.03,sensor-ready,12.03,14.44,sensor-ready,14.44,,,,65.05,sensor-ready,65.05,,,,4.60,sensor-ready,4.60,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T17:00:00.000Z,2025-11-30T18:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.20,calibration-missing,,8,calibration-missing,,9,calibration-missing,,22.77,calibration-missing,,23,calibration-missing,,15.73,calibration-missing,,16,calibration-missing,,24.25,calibration-missing,,11.57,sensor-ready,11.57,14.28,sensor-ready,14.28,8.18,calibration-missing,,10.96,sensor-ready,10.96,13.96,calibrated-ready,8.12,14,calibrated-ready,8,20.51,calibrated-ready,10.98,14.88,calibrated-ready,8.04,62,calibrated-ready,44,11.47,sensor-ready,11.47,14.10,sensor-ready,14.10,,,,64.21,sensor-ready,64.21,,,,5.01,sensor-ready,5.01,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T18:00:00.000Z,2025-11-30T19:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63,calibration-missing,,7,calibration-missing,,8,calibration-missing,,21.22,calibration-missing,,21,calibration-missing,,17.03,calibration-missing,,17,calibration-missing,,23.64,calibration-missing,,12.99,sensor-ready,12.99,14.76,sensor-ready,14.76,9.35,calibration-missing,,12.33,sensor-ready,12.33,15.30,calibrated-ready,8.71,15,calibrated-ready,9,19.94,calibrated-ready,10.85,15.36,calibrated-ready,8.41,63,calibrated-ready,47,12.89,sensor-ready,12.89,14.61,sensor-ready,14.61,,,,63.82,sensor-ready,63.82,,,,5.79,sensor-ready,5.79,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T18:00:00.000Z,2025-11-30T19:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.65,calibration-missing,,11,calibration-missing,,13,calibration-missing,,20.83,calibration-missing,,21,calibration-missing,,16.71,calibration-missing,,17,calibration-missing,,24.55,calibration-missing,,13.15,sensor-ready,13.15,14.47,sensor-ready,14.47,9.15,calibration-missing,,12.45,sensor-ready,12.45,15.45,calibrated-ready,8.77,15,calibrated-ready,9,20.78,calibrated-ready,11.02,15.23,calibrated-ready,8.37,62,calibrated-ready,46,13.03,sensor-ready,13.03,14.29,sensor-ready,14.29,,,,62.66,sensor-ready,62.66,,,,6.29,sensor-ready,6.29,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T19:00:00.000Z,2025-11-30T20:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,calibration-missing,,8,calibration-missing,,8,calibration-missing,,21.12,calibration-missing,,21,calibration-missing,,18.02,calibration-missing,,18,calibration-missing,,23.96,calibration-missing,,13.55,sensor-ready,13.55,14.94,sensor-ready,14.94,9.56,calibration-missing,,12.84,sensor-ready,12.84,15.74,calibrated-ready,9.00,16,calibrated-ready,9,20.21,calibrated-ready,10.88,15.54,calibrated-ready,8.59,63,calibrated-ready,47,13.43,sensor-ready,13.43,14.78,sensor-ready,14.78,,,,64.21,sensor-ready,64.21,,,,6.34,sensor-ready,6.34,,,,,,
A93NM49L,A93NM49L,CLARITY_NODE,hour,2025-11-30T19:00:00.000Z,2025-11-30T20:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,calibration-missing,,8,calibration-missing,,9,calibration-missing,,24.87,calibration-missing,,25,calibration-missing,,17.63,calibration-missing,,18,calibration-missing,,24.89,calibration-missing,,12.89,sensor-ready,12.89,14.64,sensor-ready,14.64,8.87,calibration-missing,,12.18,sensor-ready,12.18,15.58,calibrated-ready,9.01,16,calibrated-ready,9,21.07,calibrated-ready,11.07,15.40,calibrated-ready,8.62,63,calibrated-ready,48,12.76,sensor-ready,12.76,14.46,sensor-ready,14.46,,,,62.23,sensor-ready,62.23,,,,6.81,sensor-ready,6.81,,,,,,
A44MFTF3,A44MFTF3,CLARITY_NODE,hour,2025-11-30T20:00:00.000Z,2025-11-30T21:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55,calibration-missing,,9,calibration-missing,,11,calibration-missing,,18.72,calibration-missing,,19,calibration-missing,,16.96,calibration-missing,,17,calibration-missing,,24.26,calibration-missing,,13.24,sensor-ready,13.24,15.13,sensor-ready,15.13,8.95,calibration-missing,,12.59,sensor-ready,12.59,14.76,calibrated-ready,8.53,15,calibrated-ready,9,20.47,calibrated-ready,10.92,15.26,calibrated-ready,8.53,62,calibrated-ready,47,13.14,sensor-ready,13.14,14.98,sensor-ready,14.98,,,,65.75,sensor-ready,65.75,,,,6.20,sensor-ready,6.20,,,,,,
