datasourceId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure1HourMean.raw,atmPressure1HourMean.status,atmPressure1HourMean.value,bcAllSources1HourMean.raw,bcAllSources1HourMean.status,bcAllSources1HourMean.value,bcBiomass1HourMean.raw,bcBiomass1HourMean.status,bcBiomass1HourMean.value,bcFossilFuel1HourMean.raw,bcFossilFuel1HourMean.status,bcFossilFuel1HourMean.value,bcSpectralB1HourMean.raw,bcSpectralB1HourMean.status,bcSpectralB1HourMean.value,bcSpectralG1HourMean.raw,bcSpectralG1HourMean.status,bcSpectralG1HourMean.value,bcSpectralIR1HourMean.raw,bcSpectralIR1HourMean.status,bcSpectralIR1HourMean.value,bcSpectralR1HourMean.raw,bcSpectralR1HourMean.status,bcSpectralR1HourMean.value,bcSpectralUV1HourMean.raw,bcSpectralUV1HourMean.status,bcSpectralUV1HourMean.value,no2Conc1HourMean.raw,no2Conc1HourMean.status,no2Conc1HourMean.value,no2Conc1HourMeanUsEpaAqi.raw,no2Conc1HourMeanUsEpaAqi.status,no2Conc1HourMeanUsEpaAqi.value,no2Conc1HourMeanWaDwerAqi.raw,no2Conc1HourMeanWaDwerAqi.status,no2Conc1HourMeanWaDwerAqi.value,o3Conc1HourMean.raw,o3Conc1HourMean.status,o3Conc1HourMean.value,o3Conc1HourMeanWaDwerAqi.raw,o3Conc1HourMeanWaDwerAqi.status,o3Conc1HourMeanWaDwerAqi.value,pm10ConcMass1HourMean.raw,pm10ConcMass1HourMean.status,pm10ConcMass1HourMean.value,pm10ConcMass1HourMeanWaDwerAqi.raw,pm10ConcMass1HourMeanWaDwerAqi.status,pm10ConcMass1HourMeanWaDwerAqi.value,pm10ConcMass24HourRollingMean.raw,pm10ConcMass24HourRollingMean.status,pm10ConcMass24HourRollingMean.value,pm10ConcNum1HourMean.raw,pm10ConcNum1HourMean.status,pm10ConcNum1HourMean.value,pm10ConcNum24HourRollingMean.raw,pm10ConcNum24HourRollingMean.status,pm10ConcNum24HourRollingMean.value,pm1ConcMass1HourMean.raw,pm1ConcMass1HourMean.status,pm1ConcMass1HourMean.value,pm1ConcNum1HourMean.raw,pm1ConcNum1HourMean.status,pm1ConcNum1HourMean.value,pm2_5ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value,pm2_5ConcMass1HourMeanWaDwerAqi.raw,pm2_5ConcMass1HourMeanWaDwerAqi.status,pm2_5ConcMass1HourMeanWaDwerAqi.value,pm2_5ConcMass24HourRollingMean.raw,pm2_5ConcMass24HourRollingMean.status,pm2_5ConcMass24HourRollingMean.value,pm2_5ConcMassNowcast.raw,pm2_5ConcMassNowcast.status,pm2_5ConcMassNowcast.value,pm2_5ConcMassNowcastUsEpaAqi.raw,pm2_5ConcMassNowcastUsEpaAqi.status,pm2_5ConcMassNowcastUsEpaAqi.value,pm2_5ConcNum1HourMean.raw,pm2_5ConcNum1HourMean.status,pm2_5ConcNum1HourMean.value,pm2_5ConcNum24HourRollingMean.raw,pm2_5ConcNum24HourRollingMean.status,pm2_5ConcNum24HourRollingMean.value,relHumidAmbient1HourMean.raw,relHumidAmbient1HourMean.status,relHumidAmbient1HourMean.value,relHumidInternal1HourMean.raw,relHumidInternal1HourMean.status,relHumidInternal1HourMean.value,temperatureAmbient1HourMean.raw,temperatureAmbient1HourMean.status,temperatureAmbient1HourMean.value,temperatureInternal1HourMean.raw,temperatureInternal1HourMean.status,temperatureInternal1HourMean.value,windDirection1HourMean.raw,windDirection1HourMean.status,windDirection1HourMean.value,windSpeed1HourMean.raw,windSpeed1HourMean.status,windSpeed1HourMean.value
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-30T20:00:00.000Z,2025-11-30T21:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29,calibration-missing,,12,calibration-missing,,13,calibration-missing,,22.18,calibration-missing,,22,calibration-missing,,16.72,calibration-missing,,17,calibration-missing,,25.22,calibration-missing,,13.35,sensor-ready,13.35,14.87,sensor-ready,14.87,9.41,calibration-missing,,12.64,sensor-ready,12.64,15.59,calibrated-ready,8.56,16,calibrated-ready,9,21.38,calibrated-ready,11.12,15.49,calibrated-ready,8.55,63,calibrated-ready,47,13.23,sensor-ready,13.23,14.68,sensor-ready,14.68,,,,64.72,sensor-ready,64.72,,,,6.64,sensor-ready,6.64,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-30T21:00:00.000Z,2025-11-30T22:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56,calibration-missing,,13,calibration-missing,,15,calibration-missing,,18.00,calibration-missing,,18,calibration-missing,,20.40,calibration-missing,,20,calibration-missing,,25.62,calibration-missing,,14.68,sensor-ready,14.68,15.13,sensor-ready,15.13,10.36,calibration-missing,,13.91,sensor-ready,13.91,18.70,calibrated-ready,9.14,19,calibrated-ready,9,21.75,calibrated-ready,11.17,16.66,calibrated-ready,8.74,65,calibrated-ready,48,14.53,sensor-ready,14.53,14.94,sensor-ready,14.94,,,,68.96,sensor-ready,68.96,,,,5.66,sensor-ready,5.66,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-30T22:00:00.000Z,2025-11-30T23:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.56,calibration-missing,,17,calibration-missing,,19,calibration-missing,,10.53,calibration-missing,,11,calibration-missing,,28.99,calibration-missing,,29,calibration-missing,,26.35,calibration-missing,,17.93,sensor-ready,17.93,15.53,sensor-ready,15.53,13.14,calibration-missing,,16.84,sensor-ready,16.84,24.82,calibrated-ready,10.68,25,calibrated-ready,11,22.35,calibrated-ready,11.31,20.83,calibrated-ready,9.43,73,calibrated-ready,52,17.70,sensor-ready,17.70,15.34,sensor-ready,15.34,,,,74.84,sensor-ready,74.84,,,,4.68,sensor-ready,4.68,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-30T23:00:00.000Z,2025-12-01T00:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,calibration-missing,,19,calibration-missing,,20,calibration-missing,,-0.17,calibration-missing,,,,,32.47,calibration-missing,,32,calibration-missing,,25.96,calibration-missing,,19.74,sensor-ready,19.74,15.46,sensor-ready,15.46,15.46,calibration-missing,,18.45,sensor-ready,18.45,29.27,calibrated-ready,10.80,29,calibrated-ready,11,22.21,calibrated-ready,11.07,25.11,calibrated-ready,9.93,81,calibrated-ready,52,19.50,sensor-ready,19.50,15.27,sensor-ready,15.27,,,,78.95,sensor-ready,78.95,,,,3.57,sensor-ready,3.57,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T00:00:00.000Z,2025-12-01T01:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.93,calibration-missing,,20,calibration-missing,,22,calibration-missing,,-1.90,calibration-missing,,,,,47.04,calibration-missing,,47,calibration-missing,,26.44,calibration-missing,,26.34,sensor-ready,26.34,15.73,sensor-ready,15.73,21.55,calibration-missing,,24.65,sensor-ready,24.65,41.07,calibrated-ready,13.81,41,calibrated-ready,14,22.65,calibrated-ready,11.07,33.09,calibrated-ready,11.75,96,calibrated-ready,56,25.92,sensor-ready,25.92,15.54,sensor-ready,15.54,,,,82.51,sensor-ready,82.51,,,,2.31,sensor-ready,2.31,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T01:00:00.000Z,2025-12-01T02:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00,calibration-missing,,20,calibration-missing,,21,calibration-missing,,5.97,calibration-missing,,6,calibration-missing,,40.06,calibration-missing,,40,calibration-missing,,26.55,calibration-missing,,21.79,sensor-ready,21.79,15.81,sensor-ready,15.81,18.00,calibration-missing,,20.40,sensor-ready,20.40,35.06,calibrated-ready,11.86,35,calibrated-ready,12,22.79,calibrated-ready,10.96,34.08,calibrated-ready,11.80,97,calibrated-ready,56,21.47,sensor-ready,21.47,15.61,sensor-ready,15.61,,,,81.72,sensor-ready,81.72,,,,1.37,sensor-ready,1.37,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T02:00:00.000Z,2025-12-01T03:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.49,calibration-missing,,,,,,,,24.04,calibration-missing,,24,calibration-missing,,17.64,calibration-missing,,18,calibration-missing,,25.20,calibration-missing,,11.08,sensor-ready,11.08,15.21,sensor-ready,15.21,8.13,calibration-missing,,10.48,sensor-ready,10.48,15.84,calibrated-ready,8.91,16,calibrated-ready,9,21.75,calibrated-ready,10.55,24.96,calibrated-ready,10.54,80,calibrated-ready,54,10.94,sensor-ready,10.94,15.02,sensor-ready,15.02,,,,60.75,sensor-ready,60.75,,,,3.30,sensor-ready,3.30,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T03:00:00.000Z,2025-12-01T04:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,calibration-missing,,,,,,,,24.72,calibration-missing,,25,calibration-missing,,16.09,calibration-missing,,16,calibration-missing,,24.02,calibration-missing,,11.54,sensor-ready,11.54,14.80,sensor-ready,14.80,8.60,calibration-missing,,10.94,sensor-ready,10.94,14.49,calibrated-ready,9.05,14,calibrated-ready,9,20.89,calibrated-ready,10.20,19.73,calibrated-ready,9.90,71,calibrated-ready,52,11.41,sensor-ready,11.41,14.61,sensor-ready,14.61,,,,56.27,sensor-ready,56.27,,,,3.70,sensor-ready,3.70,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T04:00:00.000Z,2025-12-01T05:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,calibration-missing,,4,calibration-missing,,5,calibration-missing,,28.82,calibration-missing,,29,calibration-missing,,16.12,calibration-missing,,16,calibration-missing,,23.32,calibration-missing,,11.34,sensor-ready,11.34,14.51,sensor-ready,14.51,7.98,calibration-missing,,10.70,sensor-ready,10.70,14.51,calibrated-ready,9.31,15,calibrated-ready,9,20.33,calibrated-ready,9.99,17.12,calibrated-ready,9.68,66,calibrated-ready,52,11.22,sensor-ready,11.22,14.34,sensor-ready,14.34,,,,53.63,sensor-ready,53.63,,,,3.63,sensor-ready,3.63,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T05:00:00.000Z,2025-12-01T06:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50,calibration-missing,,5,calibration-missing,,6,calibration-missing,,26.89,calibration-missing,,27,calibration-missing,,19.16,calibration-missing,,19,calibration-missing,,22.54,calibration-missing,,12.85,sensor-ready,12.85,14.20,sensor-ready,14.20,9.97,calibration-missing,,12.10,sensor-ready,12.10,17.48,calibrated-ready,10.25,17,calibrated-ready,10,19.77,calibrated-ready,9.75,17.30,calibrated-ready,9.94,66,calibrated-ready,52,12.73,sensor-ready,12.73,14.03,sensor-ready,14.03,,,,55.12,sensor-ready,55.12,,,,3.16,sensor-ready,3.16,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T06:00:00.000Z,2025-12-01T07:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,calibration-missing,,7,calibration-missing,,7,calibration-missing,,24.13,calibration-missing,,24,calibration-missing,,19.43,calibration-missing,,19,calibration-missing,,22.10,calibration-missing,,12.98,sensor-ready,12.98,14.01,sensor-ready,14.01,9.90,calibration-missing,,12.29,sensor-ready,12.29,17.46,calibrated-ready,10.13,17,calibrated-ready,10,19.41,calibrated-ready,9.61,17.38,calibrated-ready,10.01,66,calibrated-ready,53,12.84,sensor-ready,12.84,13.85,sensor-ready,13.85,,,,57.14,sensor-ready,57.14,,,,2.52,sensor-ready,2.52,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T07:00:00.000Z,2025-12-01T08:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19,calibration-missing,,6,calibration-missing,,6,calibration-missing,,26.80,calibration-missing,,27,calibration-missing,,14.69,calibration-missing,,15,calibration-missing,,21.57,calibration-missing,,9.81,sensor-ready,9.81,13.76,sensor-ready,13.76,7.36,calibration-missing,,9.23,sensor-ready,9.23,13.25,calibrated-ready,8.31,13,calibrated-ready,8,19.00,calibrated-ready,9.44,15.31,calibrated-ready,9.33,63,calibrated-ready,51,9.70,sensor-ready,9.70,13.60,sensor-ready,13.60,,,,57.11,sensor-ready,57.11,,,,2.16,sensor-ready,2.16,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T08:00:00.000Z,2025-12-01T09:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,calibration-missing,,6,calibration-missing,,7,calibration-missing,,26.52,calibration-missing,,27,calibration-missing,,13.11,calibration-missing,,13,calibration-missing,,21.02,calibration-missing,,8.88,sensor-ready,8.88,13.49,sensor-ready,13.49,6.68,calibration-missing,,8.38,sensor-ready,8.38,11.69,calibrated-ready,7.68,12,calibrated-ready,8,18.57,calibrated-ready,9.26,13.50,calibrated-ready,8.56,59,calibrated-ready,47,8.78,sensor-ready,8.78,13.33,sensor-ready,13.33,,,,57.70,sensor-ready,57.70,,,,2.16,sensor-ready,2.16,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T09:00:00.000Z,2025-12-01T10:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67,calibration-missing,,6,calibration-missing,,7,calibration-missing,,27.55,calibration-missing,,28,calibration-missing,,11.63,calibration-missing,,12,calibration-missing,,20.66,calibration-missing,,7.86,sensor-ready,7.86,13.31,sensor-ready,13.31,5.41,calibration-missing,,7.41,sensor-ready,7.41,10.79,calibrated-ready,7.07,11,calibrated-ready,7,18.29,calibrated-ready,9.15,12.14,calibrated-ready,7.78,57,calibrated-ready,43,7.76,sensor-ready,7.76,13.15,sensor-ready,13.15,,,,58.22,sensor-ready,58.22,,,,2.29,sensor-ready,2.29,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T10:00:00.000Z,2025-12-01T11:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.70,calibration-missing,,8,calibration-missing,,9,calibration-missing,,24.12,calibration-missing,,24,calibration-missing,,12.66,calibration-missing,,13,calibration-missing,,20.26,calibration-missing,,7.96,sensor-ready,7.96,13.10,sensor-ready,13.10,5.69,calibration-missing,,7.47,sensor-ready,7.47,11.20,calibrated-ready,7.24,11,calibrated-ready,7,18.00,calibrated-ready,9.02,11.67,calibrated-ready,7.52,56,calibrated-ready,42,7.86,sensor-ready,7.86,12.94,sensor-ready,12.94,,,,59.47,sensor-ready,59.47,,,,2.38,sensor-ready,2.38,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T11:00:00.000Z,2025-12-01T12:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,calibration-missing,,8,calibration-missing,,9,calibration-missing,,20.78,calibration-missing,,21,calibration-missing,,10.02,calibration-missing,,10,calibration-missing,,20.02,calibration-missing,,6.83,sensor-ready,6.83,12.93,sensor-ready,12.93,4.59,calibration-missing,,6.48,sensor-ready,6.48,8.74,calibrated-ready,6.32,9,calibrated-ready,6,17.79,calibrated-ready,8.93,10.20,calibrated-ready,6.91,53,calibrated-ready,38,6.75,sensor-ready,6.75,12.78,sensor-ready,12.78,,,,60.13,sensor-ready,60.13,,,,2.30,sensor-ready,2.30,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T12:00:00.000Z,2025-12-01T13:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68,calibration-missing,,8,calibration-missing,,10,calibration-missing,,23.23,calibration-missing,,23,calibration-missing,,8.71,calibration-missing,,9,calibration-missing,,19.81,calibration-missing,,6.12,sensor-ready,6.12,12.77,sensor-ready,12.77,4.07,calibration-missing,,5.82,sensor-ready,5.82,7.41,calibrated-ready,5.88,7,calibrated-ready,6,17.57,calibrated-ready,8.89,8.80,calibrated-ready,6.39,49,calibrated-ready,35,6.06,sensor-ready,6.06,12.62,sensor-ready,12.62,,,,60.00,sensor-ready,60.00,,,,2.36,sensor-ready,2.36,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T13:00:00.000Z,2025-12-01T14:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69,calibration-missing,,6,calibration-missing,,7,calibration-missing,,26.56,calibration-missing,,27,calibration-missing,,6.36,calibration-missing,,6,calibration-missing,,19.14,calibration-missing,,5.16,sensor-ready,5.16,12.49,sensor-ready,12.49,2.49,calibration-missing,,4.92,sensor-ready,4.92,5.74,calibrated-ready,5.23,6,calibrated-ready,5,17.02,calibrated-ready,8.76,7.27,calibrated-ready,5.83,40,calibrated-ready,32,5.11,sensor-ready,5.11,12.34,sensor-ready,12.34,,,,58.05,sensor-ready,58.05,,,,2.93,sensor-ready,2.93,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T14:00:00.000Z,2025-12-01T15:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,calibration-missing,,3,calibration-missing,,4,calibration-missing,,29.10,calibration-missing,,29,calibration-missing,,5.87,calibration-missing,,6,calibration-missing,,18.40,calibration-missing,,4.91,sensor-ready,4.91,12.13,sensor-ready,12.13,2.51,calibration-missing,,4.69,sensor-ready,4.69,5.46,calibrated-ready,5.25,5,calibrated-ready,5,16.42,calibrated-ready,8.63,6.36,calibrated-ready,5.55,35,calibrated-ready,31,4.86,sensor-ready,4.86,11.99,sensor-ready,11.99,,,,54.97,sensor-ready,54.97,,,,4.21,sensor-ready,4.21,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T15:00:00.000Z,2025-12-01T16:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,calibration-missing,,0,calibration-missing,,0,calibration-missing,,27.59,calibration-missing,,28,calibration-missing,,3.94,calibration-missing,,4,calibration-missing,,17.81,calibration-missing,,3.70,sensor-ready,3.70,11.80,sensor-ready,11.80,1.31,calibration-missing,,3.52,sensor-ready,3.52,3.40,calibrated-ready,4.84,3,calibrated-ready,5,15.89,calibrated-ready,8.50,4.88,calibrated-ready,5.18,27,calibrated-ready,28,3.65,sensor-ready,3.65,11.67,sensor-ready,11.67,,,,47.51,sensor-ready,47.51,,,,6.49,sensor-ready,6.49,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T16:00:00.000Z,2025-12-01T17:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,calibration-missing,,1,calibration-missing,,1,calibration-missing,,33.29,calibration-missing,,33,calibration-missing,,6.93,calibration-missing,,7,calibration-missing,,17.42,calibration-missing,,6.09,sensor-ready,6.09,11.61,sensor-ready,11.61,3.05,calibration-missing,,5.80,sensor-ready,5.80,6.09,calibrated-ready,6.50,6,calibrated-ready,6,15.54,calibrated-ready,8.45,5.48,calibrated-ready,5.84,30,calibrated-ready,32,6.02,sensor-ready,6.02,11.47,sensor-ready,11.47,,,,41.07,sensor-ready,41.07,,,,8.60,sensor-ready,8.60,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T17:00:00.000Z,2025-12-01T18:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18,calibration-missing,,7,calibration-missing,,7,calibration-missing,,35.88,calibration-missing,,36,calibration-missing,,2.42,calibration-missing,,2,calibration-missing,,16.87,calibration-missing,,3.04,sensor-ready,3.04,11.25,sensor-ready,11.25,0.86,calibration-missing,,2.93,sensor-ready,2.93,2.25,calibrated-ready,4.54,2,calibrated-ready,5,15.06,calibrated-ready,8.30,3.86,calibrated-ready,5.19,21,calibrated-ready,28,2.99,sensor-ready,2.99,11.12,sensor-ready,11.12,,,,40.16,sensor-ready,40.16,,,,8.43,sensor-ready,8.43,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T18:00:00.000Z,2025-12-01T19:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07,calibration-missing,,10,calibration-missing,,11,calibration-missing,,32.81,calibration-missing,,33,calibration-missing,,2.82,calibration-missing,,3,calibration-missing,,16.29,calibration-missing,,3.14,sensor-ready,3.14,10.83,sensor-ready,10.83,1.10,calibration-missing,,3.00,sensor-ready,3.00,2.25,calibrated-ready,4.65,2,calibrated-ready,5,14.51,calibrated-ready,8.13,3.06,calibrated-ready,4.97,17,calibrated-ready,27,3.10,sensor-ready,3.10,10.70,sensor-ready,10.70,,,,40.67,sensor-ready,40.67,,,,8.06,sensor-ready,8.06,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T19:00:00.000Z,2025-12-01T20:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.30,calibration-missing,,12,calibration-missing,,13,calibration-missing,,32.71,calibration-missing,,33,calibration-missing,,4.05,calibration-missing,,4,calibration-missing,,15.72,calibration-missing,,4.20,sensor-ready,4.20,10.47,sensor-ready,10.47,1.44,calibration-missing,,4.03,sensor-ready,4.03,3.57,calibrated-ready,5.22,4,calibrated-ready,5,14.01,calibrated-ready,7.97,3.31,calibrated-ready,5.10,18,calibrated-ready,28,4.15,sensor-ready,4.15,10.35,sensor-ready,10.35,,,,41.99,sensor-ready,41.99,,,,7.35,sensor-ready,7.35,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T20:00:00.000Z,2025-12-01T21:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.80,calibration-missing,,12,calibration-missing,,14,calibration-missing,,27.93,calibration-missing,,28,calibration-missing,,3.36,calibration-missing,,3,calibration-missing,,15.16,calibration-missing,,3.63,sensor-ready,3.63,10.07,sensor-ready,10.07,1.10,calibration-missing,,3.49,sensor-ready,3.49,3.30,calibrated-ready,4.90,3,calibrated-ready,5,13.49,calibrated-ready,7.82,3.31,calibrated-ready,5.04,18,calibrated-ready,28,3.58,sensor-ready,3.58,9.94,sensor-ready,9.94,,,,42.90,sensor-ready,42.90,,,,6.41,sensor-ready,6.41,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T21:00:00.000Z,2025-12-01T22:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.32,calibration-missing,,13,calibration-missing,,14,calibration-missing,,20.68,calibration-missing,,21,calibration-missing,,3.08,calibration-missing,,3,calibration-missing,,14.44,calibration-missing,,3.59,sensor-ready,3.59,9.60,sensor-ready,9.60,1.15,calibration-missing,,3.46,sensor-ready,3.46,2.90,calibrated-ready,4.64,3,calibrated-ready,5,12.83,calibrated-ready,7.63,3.10,calibrated-ready,4.89,17,calibrated-ready,27,3.54,sensor-ready,3.54,9.49,sensor-ready,9.49,,,,46.67,sensor-ready,46.67,,,,4.89,sensor-ready,4.89,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T22:00:00.000Z,2025-12-01T23:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.03,calibration-missing,,24,calibration-missing,,25,calibration-missing,,4.09,calibration-missing,,4,calibration-missing,,6.52,calibration-missing,,7,calibration-missing,,13.51,calibration-missing,,4.56,sensor-ready,4.56,9.05,sensor-ready,9.05,2.12,calibration-missing,,4.36,sensor-ready,4.36,5.29,calibrated-ready,5.36,5,calibrated-ready,5,12.02,calibrated-ready,7.41,4.19,calibrated-ready,5.06,23,calibrated-ready,28,4.49,sensor-ready,4.49,8.94,sensor-ready,8.94,,,,55.08,sensor-ready,55.08,,,,1.85,sensor-ready,1.85,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-01T23:00:00.000Z,2025-12-02T00:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.96,calibration-missing,,30,calibration-missing,,33,calibration-missing,,-4.24,calibration-missing,,,,,10.25,calibration-missing,,10,calibration-missing,,12.58,calibration-missing,,6.30,sensor-ready,6.30,8.49,sensor-ready,8.49,4.03,calibration-missing,,5.96,sensor-ready,5.96,8.61,calibrated-ready,6.23,9,calibrated-ready,6,11.16,calibrated-ready,7.22,6.40,calibrated-ready,5.42,36,calibrated-ready,30,6.19,sensor-ready,6.19,8.38,sensor-ready,8.38,,,,61.16,sensor-ready,61.16,,,,-0.22,sensor-ready,-0.22,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T00:00:00.000Z,2025-12-02T01:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.49,calibration-missing,,19,calibration-missing,,20,calibration-missing,,3.02,calibration-missing,,3,calibration-missing,,12.98,calibration-missing,,13,calibration-missing,,11.16,calibration-missing,,7.18,sensor-ready,7.18,7.69,sensor-ready,7.69,4.86,calibration-missing,,6.78,sensor-ready,6.78,10.53,calibrated-ready,6.71,11,calibrated-ready,7,9.89,calibrated-ready,6.92,8.47,calibrated-ready,5.85,47,calibrated-ready,32,7.07,sensor-ready,7.07,7.60,sensor-ready,7.60,,,,65.26,sensor-ready,65.26,,,,-1.48,sensor-ready,-1.48,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T01:00:00.000Z,2025-12-02T02:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.79,calibration-missing,,24,calibration-missing,,26,calibration-missing,,-0.88,calibration-missing,,,,,17.27,calibration-missing,,17,calibration-missing,,10.21,calibration-missing,,8.34,sensor-ready,8.34,7.13,sensor-ready,7.13,6.49,calibration-missing,,7.88,sensor-ready,7.88,12.64,calibrated-ready,7.53,13,calibrated-ready,8,8.95,calibrated-ready,6.74,10.55,calibrated-ready,6.61,54,calibrated-ready,37,8.20,sensor-ready,8.20,7.04,sensor-ready,7.04,,,,69.46,sensor-ready,69.46,,,,-2.38,sensor-ready,-2.38,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T02:00:00.000Z,2025-12-02T03:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.37,calibration-missing,,23,calibration-missing,,24,calibration-missing,,-4.38,calibration-missing,,,,,25.85,calibration-missing,,26,calibration-missing,,10.55,calibration-missing,,12.61,sensor-ready,12.61,7.19,sensor-ready,7.19,10.89,calibration-missing,,11.87,sensor-ready,11.87,21.09,calibrated-ready,10.18,21,calibrated-ready,10,9.17,calibrated-ready,6.79,15.83,calibrated-ready,8.52,63,calibrated-ready,47,12.41,sensor-ready,12.41,7.10,sensor-ready,7.10,,,,68.90,sensor-ready,68.90,,,,-3.01,sensor-ready,-3.01,,,,,,
