datasourceId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure1HourMean.raw,atmPressure1HourMean.status,atmPressure1HourMean.value,bcAllSources1HourMean.raw,bcAllSources1HourMean.status,bcAllSources1HourMean.value,bcBiomass1HourMean.raw,bcBiomass1HourMean.status,bcBiomass1HourMean.value,bcFossilFuel1HourMean.raw,bcFossilFuel1HourMean.status,bcFossilFuel1HourMean.value,bcSpectralB1HourMean.raw,bcSpectralB1HourMean.status,bcSpectralB1HourMean.value,bcSpectralG1HourMean.raw,bcSpectralG1HourMean.status,bcSpectralG1HourMean.value,bcSpectralIR1HourMean.raw,bcSpectralIR1HourMean.status,bcSpectralIR1HourMean.value,bcSpectralR1HourMean.raw,bcSpectralR1HourMean.status,bcSpectralR1HourMean.value,bcSpectralUV1HourMean.raw,bcSpectralUV1HourMean.status,bcSpectralUV1HourMean.value,no2Conc1HourMean.raw,no2Conc1HourMean.status,no2Conc1HourMean.value,no2Conc1HourMeanUsEpaAqi.raw,no2Conc1HourMeanUsEpaAqi.status,no2Conc1HourMeanUsEpaAqi.value,no2Conc1HourMeanWaDwerAqi.raw,no2Conc1HourMeanWaDwerAqi.status,no2Conc1HourMeanWaDwerAqi.value,o3Conc1HourMean.raw,o3Conc1HourMean.status,o3Conc1HourMean.value,o3Conc1HourMeanWaDwerAqi.raw,o3Conc1HourMeanWaDwerAqi.status,o3Conc1HourMeanWaDwerAqi.value,pm10ConcMass1HourMean.raw,pm10ConcMass1HourMean.status,pm10ConcMass1HourMean.value,pm10ConcMass1HourMeanWaDwerAqi.raw,pm10ConcMass1HourMeanWaDwerAqi.status,pm10ConcMass1HourMeanWaDwerAqi.value,pm10ConcMass24HourRollingMean.raw,pm10ConcMass24HourRollingMean.status,pm10ConcMass24HourRollingMean.value,pm10ConcNum1HourMean.raw,pm10ConcNum1HourMean.status,pm10ConcNum1HourMean.value,pm10ConcNum24HourRollingMean.raw,pm10ConcNum24HourRollingMean.status,pm10ConcNum24HourRollingMean.value,pm1ConcMass1HourMean.raw,pm1ConcMass1HourMean.status,pm1ConcMass1HourMean.value,pm1ConcNum1HourMean.raw,pm1ConcNum1HourMean.status,pm1ConcNum1HourMean.value,pm2_5ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value,pm2_5ConcMass1HourMeanWaDwerAqi.raw,pm2_5ConcMass1HourMeanWaDwerAqi.status,pm2_5ConcMass1HourMeanWaDwerAqi.value,pm2_5ConcMass24HourRollingMean.raw,pm2_5ConcMass24HourRollingMean.status,pm2_5ConcMass24HourRollingMean.value,pm2_5ConcMassNowcast.raw,pm2_5ConcMassNowcast.status,pm2_5ConcMassNowcast.value,pm2_5ConcMassNowcastUsEpaAqi.raw,pm2_5ConcMassNowcastUsEpaAqi.status,pm2_5ConcMassNowcastUsEpaAqi.value,pm2_5ConcNum1HourMean.raw,pm2_5ConcNum1HourMean.status,pm2_5ConcNum1HourMean.value,pm2_5ConcNum24HourRollingMean.raw,pm2_5ConcNum24HourRollingMean.status,pm2_5ConcNum24HourRollingMean.value,relHumidAmbient1HourMean.raw,relHumidAmbient1HourMean.status,relHumidAmbient1HourMean.value,relHumidInternal1HourMean.raw,relHumidInternal1HourMean.status,relHumidInternal1HourMean.value,temperatureAmbient1HourMean.raw,temperatureAmbient1HourMean.status,temperatureAmbient1HourMean.value,temperatureInternal1HourMean.raw,temperatureInternal1HourMean.status,temperatureInternal1HourMean.value,windDirection1HourMean.raw,windDirection1HourMean.status,windDirection1HourMean.value,windSpeed1HourMean.raw,windSpeed1HourMean.status,windSpeed1HourMean.value
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T03:00:00.000Z,2025-12-02T04:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.94,calibration-missing,,24,calibration-missing,,26,calibration-missing,,-4.65,calibration-missing,,,,,21.03,calibration-missing,,21,calibration-missing,,10.76,calibration-missing,,10.27,sensor-ready,10.27,7.14,sensor-ready,7.14,8.42,calibration-missing,,9.68,sensor-ready,9.68,16.82,calibrated-ready,8.98,17,calibrated-ready,9,9.27,calibrated-ready,6.79,16.32,calibrated-ready,8.75,64,calibrated-ready,48,10.11,sensor-ready,10.11,7.05,sensor-ready,7.05,,,,66.84,sensor-ready,66.84,,,,-2.77,sensor-ready,-2.77,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T04:00:00.000Z,2025-12-02T05:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.27,calibration-missing,,24,calibration-missing,,25,calibration-missing,,-4.16,calibration-missing,,,,,21.54,calibration-missing,,22,calibration-missing,,10.99,calibration-missing,,11.25,sensor-ready,11.25,7.14,sensor-ready,7.14,8.54,calibration-missing,,10.65,sensor-ready,10.65,16.75,calibrated-ready,10.28,17,calibrated-ready,10,9.36,calibrated-ready,6.83,16.54,calibrated-ready,9.52,65,calibrated-ready,52,11.08,sensor-ready,11.08,7.04,sensor-ready,7.04,,,,58.40,sensor-ready,58.40,,,,-1.50,sensor-ready,-1.50,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T05:00:00.000Z,2025-12-02T06:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.96,calibration-missing,,19,calibration-missing,,21,calibration-missing,,2.21,calibration-missing,,2,calibration-missing,,21.35,calibration-missing,,21,calibration-missing,,11.08,calibration-missing,,11.42,sensor-ready,11.42,7.08,sensor-ready,7.08,8.72,calibration-missing,,10.77,sensor-ready,10.77,17.16,calibrated-ready,10.61,17,calibrated-ready,11,9.35,calibrated-ready,6.85,16.85,calibrated-ready,10.07,65,calibrated-ready,53,11.25,sensor-ready,11.25,6.98,sensor-ready,6.98,,,,55.32,sensor-ready,55.32,,,,-0.21,sensor-ready,-0.21,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T06:00:00.000Z,2025-12-02T07:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.22,calibration-missing,,20,calibration-missing,,21,calibration-missing,,1.89,calibration-missing,,2,calibration-missing,,22.41,calibration-missing,,22,calibration-missing,,11.20,calibration-missing,,12.03,sensor-ready,12.03,7.04,sensor-ready,7.04,9.26,calibration-missing,,11.38,sensor-ready,11.38,17.26,calibrated-ready,11.02,17,calibrated-ready,11,9.34,calibrated-ready,6.88,17.06,calibrated-ready,10.55,66,calibrated-ready,54,11.88,sensor-ready,11.88,6.94,sensor-ready,6.94,,,,55.08,sensor-ready,55.08,,,,0.23,sensor-ready,0.23,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T07:00:00.000Z,2025-12-02T08:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.27,calibration-missing,,18,calibration-missing,,19,calibration-missing,,5.90,calibration-missing,,6,calibration-missing,,23.34,calibration-missing,,23,calibration-missing,,11.56,calibration-missing,,12.78,sensor-ready,12.78,7.16,sensor-ready,7.16,10.08,calibration-missing,,12.08,sensor-ready,12.08,18.70,calibrated-ready,11.22,19,calibrated-ready,11,9.57,calibrated-ready,7.00,17.88,calibrated-ready,10.89,67,calibrated-ready,54,12.62,sensor-ready,12.62,7.06,sensor-ready,7.06,,,,56.60,sensor-ready,56.60,,,,0.19,sensor-ready,0.19,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T08:00:00.000Z,2025-12-02T09:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.43,calibration-missing,,18,calibration-missing,,19,calibration-missing,,5.36,calibration-missing,,5,calibration-missing,,26.20,calibration-missing,,26,calibration-missing,,12.11,calibration-missing,,13.12,sensor-ready,13.12,7.34,sensor-ready,7.34,10.44,calibration-missing,,12.37,sensor-ready,12.37,19.74,calibrated-ready,11.85,20,calibrated-ready,12,9.90,calibrated-ready,7.18,18.81,calibrated-ready,11.37,69,calibrated-ready,55,12.92,sensor-ready,12.92,7.24,sensor-ready,7.24,,,,58.03,sensor-ready,58.03,,,,0.13,sensor-ready,0.13,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T09:00:00.000Z,2025-12-02T10:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.06,calibration-missing,,20,calibration-missing,,21,calibration-missing,,2.48,calibration-missing,,2,calibration-missing,,23.74,calibration-missing,,24,calibration-missing,,12.61,calibration-missing,,12.83,sensor-ready,12.83,7.54,sensor-ready,7.54,10.16,calibration-missing,,12.10,sensor-ready,12.10,18.56,calibrated-ready,10.99,19,calibrated-ready,11,10.23,calibrated-ready,7.34,18.69,calibrated-ready,11.18,69,calibrated-ready,55,12.66,sensor-ready,12.66,7.44,sensor-ready,7.44,,,,59.35,sensor-ready,59.35,,,,0.23,sensor-ready,0.23,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T10:00:00.000Z,2025-12-02T11:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.53,calibration-missing,,19,calibration-missing,,21,calibration-missing,,4.93,calibration-missing,,5,calibration-missing,,24.32,calibration-missing,,24,calibration-missing,,13.10,calibration-missing,,13.45,sensor-ready,13.45,7.77,sensor-ready,7.77,10.70,calibration-missing,,12.71,sensor-ready,12.71,19.21,calibrated-ready,10.88,19,calibrated-ready,11,10.56,calibrated-ready,7.49,18.95,calibrated-ready,11.03,69,calibrated-ready,55,13.29,sensor-ready,13.29,7.67,sensor-ready,7.67,,,,62.05,sensor-ready,62.05,,,,0.41,sensor-ready,0.41,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T11:00:00.000Z,2025-12-02T12:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.55,calibration-missing,,22,calibration-missing,,24,calibration-missing,,4.49,calibration-missing,,4,calibration-missing,,33.95,calibration-missing,,34,calibration-missing,,14.09,calibration-missing,,17.19,sensor-ready,17.19,8.21,sensor-ready,8.21,13.94,calibration-missing,,16.15,sensor-ready,16.15,27.48,calibrated-ready,11.41,27,calibrated-ready,11,11.34,calibrated-ready,7.70,23.22,calibrated-ready,11.19,77,calibrated-ready,55,16.91,sensor-ready,16.91,8.09,sensor-ready,8.09,,,,76.42,sensor-ready,76.42,,,,-0.28,sensor-ready,-0.28,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T12:00:00.000Z,2025-12-02T13:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.49,calibration-missing,,23,calibration-missing,,24,calibration-missing,,1.99,calibration-missing,,2,calibration-missing,,44.99,calibration-missing,,45,calibration-missing,,15.61,calibration-missing,,22.81,sensor-ready,22.81,8.90,sensor-ready,8.90,19.34,calibration-missing,,21.43,sensor-ready,21.43,36.97,calibrated-ready,13.62,37,calibrated-ready,14,12.57,calibrated-ready,8.03,30.10,calibrated-ready,12.28,90,calibrated-ready,57,22.48,sensor-ready,22.48,8.77,sensor-ready,8.77,,,,80.45,sensor-ready,80.45,,,,-0.72,sensor-ready,-0.72,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T13:00:00.000Z,2025-12-02T14:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.69,calibration-missing,,20,calibration-missing,,22,calibration-missing,,2.04,calibration-missing,,2,calibration-missing,,56.24,calibration-missing,,56,calibration-missing,,17.68,calibration-missing,,26.95,sensor-ready,26.95,9.81,sensor-ready,9.81,23.48,calibration-missing,,25.21,sensor-ready,25.21,46.56,calibrated-ready,16.19,47,calibrated-ready,16,14.27,calibrated-ready,8.48,38.33,calibrated-ready,14.02,108,calibrated-ready,60,26.46,sensor-ready,26.46,9.66,sensor-ready,9.66,,,,80.86,sensor-ready,80.86,,,,-0.56,sensor-ready,-0.56,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T14:00:00.000Z,2025-12-02T15:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.94,calibration-missing,,18,calibration-missing,,20,calibration-missing,,2.21,calibration-missing,,2,calibration-missing,,60.57,calibration-missing,,61,calibration-missing,,19.96,calibration-missing,,29.33,sensor-ready,29.33,10.83,sensor-ready,10.83,25.27,calibration-missing,,27.49,sensor-ready,27.49,48.55,calibrated-ready,17.42,49,calibrated-ready,17,16.07,calibrated-ready,8.99,43.44,calibrated-ready,15.78,120,calibrated-ready,63,28.86,sensor-ready,28.86,10.66,sensor-ready,10.66,,,,81.23,sensor-ready,81.23,,,,-0.33,sensor-ready,-0.33,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T15:00:00.000Z,2025-12-02T16:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,calibration-missing,,21,calibration-missing,,22,calibration-missing,,3.67,calibration-missing,,4,calibration-missing,,62.76,calibration-missing,,63,calibration-missing,,22.41,calibration-missing,,30.65,sensor-ready,30.65,11.95,sensor-ready,11.95,27.23,calibration-missing,,28.72,sensor-ready,28.72,50.65,calibrated-ready,18.02,51,calibrated-ready,18,18.04,calibrated-ready,9.54,47.05,calibrated-ready,16.55,129,calibrated-ready,65,30.17,sensor-ready,30.17,11.77,sensor-ready,11.77,,,,81.17,sensor-ready,81.17,,,,-0.10,sensor-ready,-0.10,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T16:00:00.000Z,2025-12-02T17:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.32,calibration-missing,,20,calibration-missing,,21,calibration-missing,,5.53,calibration-missing,,6,calibration-missing,,68.82,calibration-missing,,69,calibration-missing,,24.99,calibration-missing,,35.47,sensor-ready,35.47,13.17,sensor-ready,13.17,30.05,calibration-missing,,33.10,sensor-ready,33.10,54.77,calibrated-ready,19.92,55,calibrated-ready,20,20.07,calibrated-ready,10.10,50.92,calibrated-ready,18.24,139,calibrated-ready,68,34.91,sensor-ready,34.91,12.97,sensor-ready,12.97,,,,81.27,sensor-ready,81.27,,,,0.58,sensor-ready,0.58,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T17:00:00.000Z,2025-12-02T18:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54,calibration-missing,,15,calibration-missing,,17,calibration-missing,,8.89,calibration-missing,,9,calibration-missing,,72.66,calibration-missing,,73,calibration-missing,,27.92,calibration-missing,,34.75,sensor-ready,34.75,14.49,sensor-ready,14.49,29.09,calibration-missing,,32.08,sensor-ready,32.08,56.74,calibrated-ready,20.60,57,calibrated-ready,21,22.34,calibrated-ready,10.77,53.83,calibrated-ready,19.37,146,calibrated-ready,70,34.08,sensor-ready,34.08,14.27,sensor-ready,14.27,,,,81.15,sensor-ready,81.15,,,,1.08,sensor-ready,1.08,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T18:00:00.000Z,2025-12-02T19:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19,calibration-missing,,12,calibration-missing,,13,calibration-missing,,13.41,calibration-missing,,13,calibration-missing,,67.40,calibration-missing,,67,calibration-missing,,30.61,calibration-missing,,28.61,sensor-ready,28.61,15.56,sensor-ready,15.56,23.61,calibration-missing,,26.22,sensor-ready,26.22,53.05,calibrated-ready,18.45,53,calibrated-ready,18,24.45,calibrated-ready,11.34,53.45,calibrated-ready,18.94,145,calibrated-ready,69,27.94,sensor-ready,27.94,15.30,sensor-ready,15.30,,,,81.53,sensor-ready,81.53,,,,1.38,sensor-ready,1.38,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T19:00:00.000Z,2025-12-02T20:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35,calibration-missing,,9,calibration-missing,,10,calibration-missing,,15.07,calibration-missing,,15,calibration-missing,,69.13,calibration-missing,,69,calibration-missing,,33.32,calibration-missing,,29.91,sensor-ready,29.91,16.63,sensor-ready,16.63,24.25,calibration-missing,,27.38,sensor-ready,27.38,54.10,calibrated-ready,19.50,54,calibrated-ready,20,26.56,calibrated-ready,11.94,53.78,calibrated-ready,19.21,146,calibrated-ready,70,29.19,sensor-ready,29.19,16.35,sensor-ready,16.35,,,,79.90,sensor-ready,79.90,,,,1.85,sensor-ready,1.85,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T20:00:00.000Z,2025-12-02T21:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.96,calibration-missing,,8,calibration-missing,,10,calibration-missing,,15.62,calibration-missing,,16,calibration-missing,,65.64,calibration-missing,,66,calibration-missing,,35.92,calibration-missing,,27.87,sensor-ready,27.87,17.64,sensor-ready,17.64,22.19,calibration-missing,,25.55,sensor-ready,25.55,51.26,calibrated-ready,18.91,51,calibrated-ready,19,28.56,calibrated-ready,12.52,52.53,calibrated-ready,19.07,143,calibrated-ready,69,27.18,sensor-ready,27.18,17.33,sensor-ready,17.33,,,,78.56,sensor-ready,78.56,,,,2.08,sensor-ready,2.08,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T21:00:00.000Z,2025-12-02T22:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.09,calibration-missing,,11,calibration-missing,,12,calibration-missing,,14.52,calibration-missing,,15,calibration-missing,,70.74,calibration-missing,,71,calibration-missing,,38.74,calibration-missing,,31.24,sensor-ready,31.24,18.79,sensor-ready,18.79,25.47,calibration-missing,,28.62,sensor-ready,28.62,54.23,calibrated-ready,20.09,54,calibrated-ready,20,30.70,calibrated-ready,13.17,53.38,calibrated-ready,19.55,145,calibrated-ready,70,30.58,sensor-ready,30.58,18.46,sensor-ready,18.46,,,,79.95,sensor-ready,79.95,,,,1.75,sensor-ready,1.75,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T22:00:00.000Z,2025-12-02T23:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.30,calibration-missing,,11,calibration-missing,,12,calibration-missing,,11.90,calibration-missing,,12,calibration-missing,,77.99,calibration-missing,,78,calibration-missing,,41.72,calibration-missing,,32.99,sensor-ready,32.99,19.97,sensor-ready,19.97,26.94,calibration-missing,,30.15,sensor-ready,30.15,58.53,calibrated-ready,21.63,59,calibrated-ready,22,32.92,calibrated-ready,13.84,55.96,calibrated-ready,20.54,151,calibrated-ready,72,32.15,sensor-ready,32.15,19.61,sensor-ready,19.61,,,,80.66,sensor-ready,80.66,,,,1.47,sensor-ready,1.47,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-02T23:00:00.000Z,2025-12-03T00:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.10,calibration-missing,,9,calibration-missing,,10,calibration-missing,,21.33,calibration-missing,,21,calibration-missing,,49.28,calibration-missing,,49,calibration-missing,,43.34,calibration-missing,,22.75,sensor-ready,22.75,20.66,sensor-ready,20.66,18.61,calibration-missing,,21.05,sensor-ready,21.05,40.70,calibrated-ready,15.04,41,calibrated-ready,15,34.25,calibrated-ready,14.21,49.83,calibrated-ready,18.31,136,calibrated-ready,68,22.32,sensor-ready,22.32,20.28,sensor-ready,20.28,,,,77.34,sensor-ready,77.34,,,,1.90,sensor-ready,1.90,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-03T00:00:00.000Z,2025-12-03T01:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43,calibration-missing,,6,calibration-missing,,6,calibration-missing,,19.84,calibration-missing,,20,calibration-missing,,38.09,calibration-missing,,38,calibration-missing,,44.39,calibration-missing,,18.72,sensor-ready,18.72,21.14,sensor-ready,21.14,14.06,calibration-missing,,17.32,sensor-ready,17.32,31.70,calibrated-ready,12.76,32,calibrated-ready,13,35.13,calibrated-ready,14.46,40.98,calibrated-ready,15.95,114,calibrated-ready,64,18.37,sensor-ready,18.37,20.75,sensor-ready,20.75,,,,74.41,sensor-ready,74.41,,,,2.48,sensor-ready,2.48,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-03T01:00:00.000Z,2025-12-03T02:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19,calibration-missing,,6,calibration-missing,,6,calibration-missing,,20.77,calibration-missing,,21,calibration-missing,,26.77,calibration-missing,,27,calibration-missing,,44.78,calibration-missing,,14.95,sensor-ready,14.95,21.42,sensor-ready,21.42,11.57,calibration-missing,,13.97,sensor-ready,13.97,23.03,calibrated-ready,10.12,23,calibrated-ready,10,35.57,calibrated-ready,14.57,31.52,calibrated-ready,12.70,93,calibrated-ready,58,14.72,sensor-ready,14.72,21.02,sensor-ready,21.02,,,,72.42,sensor-ready,72.42,,,,2.78,sensor-ready,2.78,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-03T02:00:00.000Z,2025-12-03T03:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,calibration-missing,,4,calibration-missing,,5,calibration-missing,,25.57,calibration-missing,,26,calibration-missing,,22.69,calibration-missing,,23,calibration-missing,,44.65,calibration-missing,,13.16,sensor-ready,13.16,21.44,sensor-ready,21.44,9.94,calibration-missing,,12.35,sensor-ready,12.35,19.61,calibrated-ready,9.43,20,calibrated-ready,9,35.51,calibrated-ready,14.54,25.56,calibrated-ready,11.07,82,calibrated-ready,55,12.98,sensor-ready,12.98,21.05,sensor-ready,21.05,,,,68.83,sensor-ready,68.83,,,,2.93,sensor-ready,2.93,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-03T03:00:00.000Z,2025-12-03T04:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65,calibration-missing,,5,calibration-missing,,6,calibration-missing,,28.05,calibration-missing,,28,calibration-missing,,18.77,calibration-missing,,19,calibration-missing,,44.56,calibration-missing,,12.10,sensor-ready,12.10,21.51,sensor-ready,21.51,8.72,calibration-missing,,11.38,sensor-ready,11.38,16.81,calibrated-ready,8.59,17,calibrated-ready,9,35.51,calibrated-ready,14.52,21.18,calibrated-ready,9.83,73,calibrated-ready,52,11.96,sensor-ready,11.96,21.12,sensor-ready,21.12,,,,67.15,sensor-ready,67.15,,,,3.02,sensor-ready,3.02,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-03T04:00:00.000Z,2025-12-03T05:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,calibration-missing,,4,calibration-missing,,5,calibration-missing,,30.50,calibration-missing,,30,calibration-missing,,16.89,calibration-missing,,17,calibration-missing,,44.36,calibration-missing,,10.56,sensor-ready,10.56,21.49,sensor-ready,21.49,7.85,calibration-missing,,9.92,sensor-ready,9.92,14.75,calibrated-ready,8.00,15,calibrated-ready,8,35.42,calibrated-ready,14.43,17.96,calibrated-ready,8.91,67,calibrated-ready,49,10.44,sensor-ready,10.44,21.10,sensor-ready,21.10,,,,66.46,sensor-ready,66.46,,,,2.76,sensor-ready,2.76,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-03T05:00:00.000Z,2025-12-03T06:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67,calibration-missing,,6,calibration-missing,,7,calibration-missing,,30.81,calibration-missing,,31,calibration-missing,,15.85,calibration-missing,,16,calibration-missing,,44.13,calibration-missing,,9.77,sensor-ready,9.77,21.42,sensor-ready,21.42,7.05,calibration-missing,,9.21,sensor-ready,9.21,13.46,calibrated-ready,7.61,13,calibrated-ready,8,35.27,calibrated-ready,14.30,15.70,calibrated-ready,8.26,63,calibrated-ready,46,9.63,sensor-ready,9.63,21.03,sensor-ready,21.03,,,,66.75,sensor-ready,66.75,,,,2.17,sensor-ready,2.17,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-03T06:00:00.000Z,2025-12-03T07:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74,calibration-missing,,5,calibration-missing,,6,calibration-missing,,31.44,calibration-missing,,31,calibration-missing,,11.82,calibration-missing,,12,calibration-missing,,43.69,calibration-missing,,7.64,sensor-ready,7.64,21.23,sensor-ready,21.23,5.41,calibration-missing,,7.20,sensor-ready,7.20,10.28,calibrated-ready,6.39,10,calibrated-ready,6,34.98,calibrated-ready,14.11,12.99,calibrated-ready,7.32,58,calibrated-ready,41,7.55,sensor-ready,7.55,20.85,sensor-ready,20.85,,,,66.00,sensor-ready,66.00,,,,1.64,sensor-ready,1.64,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-03T07:00:00.000Z,2025-12-03T08:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68,calibration-missing,,5,calibration-missing,,6,calibration-missing,,30.45,calibration-missing,,30,calibration-missing,,7.63,calibration-missing,,8,calibration-missing,,43.04,calibration-missing,,5.29,sensor-ready,5.29,20.92,sensor-ready,20.92,2.92,calibration-missing,,5.01,sensor-ready,5.01,6.71,calibrated-ready,5.08,7,calibrated-ready,5,34.48,calibrated-ready,13.85,9.84,calibrated-ready,6.20,52,calibrated-ready,34,5.22,sensor-ready,5.22,20.54,sensor-ready,20.54,,,,65.28,sensor-ready,65.28,,,,1.19,sensor-ready,1.19,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-03T08:00:00.000Z,2025-12-03T09:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,calibration-missing,,6,calibration-missing,,6,calibration-missing,,30.32,calibration-missing,,30,calibration-missing,,7.34,calibration-missing,,7,calibration-missing,,42.25,calibration-missing,,4.82,sensor-ready,4.82,20.58,sensor-ready,20.58,2.80,calibration-missing,,4.55,sensor-ready,4.55,6.12,calibrated-ready,4.99,6,calibrated-ready,5,33.91,calibrated-ready,13.57,7.97,calibrated-ready,5.59,44,calibrated-ready,31,4.76,sensor-ready,4.76,20.20,sensor-ready,20.20,,,,64.51,sensor-ready,64.51,,,,1.11,sensor-ready,1.11,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-12-03T09:00:00.000Z,2025-12-03T10:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73,calibration-missing,,6,calibration-missing,,7,calibration-missing,,28.84,calibration-missing,,29,calibration-missing,,7.13,calibration-missing,,7,calibration-missing,,41.56,calibration-missing,,4.76,sensor-ready,4.76,20.24,sensor-ready,20.24,2.32,calibration-missing,,4.47,sensor-ready,4.47,6.57,calibrated-ready,4.93,7,calibrated-ready,5,33.41,calibrated-ready,13.31,7.27,calibrated-ready,5.26,40,calibrated-ready,29,4.69,sensor-ready,4.69,19.87,sensor-ready,19.87,,,,64.35,sensor-ready,64.35,,,,0.81,sensor-ready,0.81,,,,,,
