"datasourceId","sourceId","sourceType","outputFrequency","startOfPeriod","endOfPeriod","locationLatitude","locationLongitude","atmPressure1HourMean.raw","atmPressure1HourMean.status","atmPressure1HourMean.value","bcAllSources1HourMean.raw","bcAllSources1HourMean.status","bcAllSources1HourMean.value","bcBiomass1HourMean.raw","bcBiomass1HourMean.status","bcBiomass1HourMean.value","bcFossilFuel1HourMean.raw","bcFossilFuel1HourMean.status","bcFossilFuel1HourMean.value","bcSourcesArray1HourMean.raw","bcSourcesArray1HourMean.status","bcSourcesArray1HourMean.value","bcSpectralArrayIRGBU1HourMean.raw","bcSpectralArrayIRGBU1HourMean.status","bcSpectralArrayIRGBU1HourMean.value","bcSpectralB1HourMean.raw","bcSpectralB1HourMean.status","bcSpectralB1HourMean.value","bcSpectralG1HourMean.raw","bcSpectralG1HourMean.status","bcSpectralG1HourMean.value","bcSpectralIR1HourMean.raw","bcSpectralIR1HourMean.status","bcSpectralIR1HourMean.value","bcSpectralR1HourMean.raw","bcSpectralR1HourMean.status","bcSpectralR1HourMean.value","bcSpectralUV1HourMean.raw","bcSpectralUV1HourMean.status","bcSpectralUV1HourMean.value","co2Conc1HourMean.raw","co2Conc1HourMean.status","co2Conc1HourMean.value","coConc1HourMean.raw","coConc1HourMean.status","coConc1HourMean.value","no2Conc1HourMean.raw","no2Conc1HourMean.status","no2Conc1HourMean.value","no2Conc1HourMeanUkDefraAqi.raw","no2Conc1HourMeanUkDefraAqi.status","no2Conc1HourMeanUkDefraAqi.value","no2Conc1HourMeanUsEpaAqi.raw","no2Conc1HourMeanUsEpaAqi.status","no2Conc1HourMeanUsEpaAqi.value","no2Conc1HourMeanWaDwerAqi.raw","no2Conc1HourMeanWaDwerAqi.status","no2Conc1HourMeanWaDwerAqi.value","noConc1HourMean.raw","noConc1HourMean.status","noConc1HourMean.value","noxConc1HourMean.raw","noxConc1HourMean.status","noxConc1HourMean.value","o3Conc1HourMean.raw","o3Conc1HourMean.status","o3Conc1HourMean.value","o3Conc1HourMeanWaDwerAqi.raw","o3Conc1HourMeanWaDwerAqi.status","o3Conc1HourMeanWaDwerAqi.value","o3ConcNowcast.raw","o3ConcNowcast.status","o3ConcNowcast.value","o3ConcNowcastUsEpaAqi.raw","o3ConcNowcastUsEpaAqi.status","o3ConcNowcastUsEpaAqi.value","pm10ConcMass1HourMean.raw","pm10ConcMass1HourMean.status","pm10ConcMass1HourMean.value","pm10ConcMass1HourMeanWaDwerAqi.raw","pm10ConcMass1HourMeanWaDwerAqi.status","pm10ConcMass1HourMeanWaDwerAqi.value","pm10ConcMass24HourRollingMean.raw","pm10ConcMass24HourRollingMean.status","pm10ConcMass24HourRollingMean.value","pm10ConcMassNowcast.raw","pm10ConcMassNowcast.status","pm10ConcMassNowcast.value","pm10ConcMassNowcastUsEpaAqi.raw","pm10ConcMassNowcastUsEpaAqi.status","pm10ConcMassNowcastUsEpaAqi.value","pm10ConcNum1HourMean.raw","pm10ConcNum1HourMean.status","pm10ConcNum1HourMean.value","pm10ConcNum24HourRollingMean.raw","pm10ConcNum24HourRollingMean.status","pm10ConcNum24HourRollingMean.value","pm1ConcMass1HourMean.raw","pm1ConcMass1HourMean.status","pm1ConcMass1HourMean.value","pm1ConcNum1HourMean.raw","pm1ConcNum1HourMean.status","pm1ConcNum1HourMean.value","pm2_5ConcMass1HourMean.raw","pm2_5ConcMass1HourMean.status","pm2_5ConcMass1HourMean.value","pm2_5ConcMass1HourMeanWaDwerAqi.raw","pm2_5ConcMass1HourMeanWaDwerAqi.status","pm2_5ConcMass1HourMeanWaDwerAqi.value","pm2_5ConcMass24HourRollingMean.raw","pm2_5ConcMass24HourRollingMean.status","pm2_5ConcMass24HourRollingMean.value","pm2_5ConcMass24HourRollingMeanPhDenrAqi.raw","pm2_5ConcMass24HourRollingMeanPhDenrAqi.status","pm2_5ConcMass24HourRollingMeanPhDenrAqi.value","pm2_5ConcMass24HourRollingMeanUkDefraAqi.raw","pm2_5ConcMass24HourRollingMeanUkDefraAqi.status","pm2_5ConcMass24HourRollingMeanUkDefraAqi.value","pm2_5ConcMassNowcast.raw","pm2_5ConcMassNowcast.status","pm2_5ConcMassNowcast.value","pm2_5ConcMassNowcastUsEpaAqi.raw","pm2_5ConcMassNowcastUsEpaAqi.status","pm2_5ConcMassNowcastUsEpaAqi.value","pm2_5ConcNum1HourMean.raw","pm2_5ConcNum1HourMean.status","pm2_5ConcNum1HourMean.value","pm2_5ConcNum24HourRollingMean.raw","pm2_5ConcNum24HourRollingMean.status","pm2_5ConcNum24HourRollingMean.value","relHumidAmbient1HourMean.raw","relHumidAmbient1HourMean.status","relHumidAmbient1HourMean.value","relHumidInternal1HourMean.raw","relHumidInternal1HourMean.status","relHumidInternal1HourMean.value","tVocConc1HourMean.raw","tVocConc1HourMean.status","tVocConc1HourMean.value","temperatureAmbient1HourMean.raw","temperatureAmbient1HourMean.status","temperatureAmbient1HourMean.value","temperatureInternal1HourMean.raw","temperatureInternal1HourMean.status","temperatureInternal1HourMean.value","tspConcMass1HourMean.raw","tspConcMass1HourMean.status","tspConcMass1HourMean.value","windDirection1HourMean.raw","windDirection1HourMean.status","windDirection1HourMean.value","windSpeed1HourMean.raw","windSpeed1HourMean.status","windSpeed1HourMean.value","windVector1HourMean.raw","windVector1HourMean.status","windVector1HourMean.value"
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-31T16:00:00.000Z","2026-05-31T17:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,"calibration-missing",,-3.14,"calibration-missing",,,,,,,,,,,-16.20,"calibration-missing",,-19.33,"calibration-missing",,43.61,"calibration-missing",,44,"calibration-missing",,36.41,"sensor-ready",36.41,33,"sensor-ready",33,3.90,"calibration-missing",,4,"calibration-missing",,5.71,"calibration-missing",,4.33,"calibration-missing",,4,"calibration-missing",,5.66,"sensor-ready",5.66,5.91,"sensor-ready",5.91,2.09,"calibration-missing",,5.45,"sensor-ready",5.45,3.40,"calibrated-ready",5.43,3,"calibrated-ready",5,4.96,"calibrated-ready",5.50,10,"calibrated-ready",11,1,"calibrated-ready",1,3.76,"calibrated-ready",5.74,21,"calibrated-ready",32,5.62,"sensor-ready",5.62,5.85,"sensor-ready",5.85,,,,32.37,"sensor-ready",32.37,,,,,,,25.52,"sensor-ready",25.52,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-31T16:00:00.000Z","2026-05-31T17:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,"calibration-missing",,4.10,"calibration-missing",,1,"calibration-missing",,4,"calibration-missing",,4,"calibration-missing",,-21.35,"calibration-missing",,-17.25,"calibration-missing",,41.39,"calibration-missing",,41,"calibration-missing",,38.25,"sensor-ready",38.25,35,"sensor-ready",35,2.86,"calibration-missing",,3,"calibration-missing",,4.87,"calibration-missing",,3.20,"calibration-missing",,3,"calibration-missing",,4.90,"sensor-ready",4.90,6.05,"sensor-ready",6.05,1.09,"calibration-missing",,4.70,"sensor-ready",4.70,2.52,"calibrated-ready",4.91,3,"calibrated-ready",5,4.42,"calibrated-ready",5.01,9,"calibrated-ready",10,1,"calibrated-ready",1,2.87,"calibrated-ready",5.13,16,"calibrated-ready",28,4.85,"sensor-ready",4.85,6.00,"sensor-ready",6.00,,,,30.80,"sensor-ready",30.80,,,,,,,26.97,"sensor-ready",26.97,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-31T16:00:00.000Z","2026-05-31T17:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,"calibration-missing",,6.61,"calibration-missing",,1,"calibration-missing",,6,"calibration-missing",,7,"calibration-missing",,-15.89,"calibration-missing",,-9.28,"calibration-missing",,54.11,"calibration-missing",,54,"calibration-missing",,48.84,"sensor-ready",48.84,44,"sensor-ready",44,3.14,"calibration-missing",,3,"calibration-missing",,4.78,"calibration-missing",,3.41,"calibration-missing",,3,"calibration-missing",,5.76,"sensor-ready",5.76,6.59,"sensor-ready",6.59,1.63,"calibration-missing",,5.54,"sensor-ready",5.54,2.89,"calibrated-ready",5.20,3,"calibrated-ready",5,4.38,"calibrated-ready",5.13,9,"calibrated-ready",10,1,"calibrated-ready",1,3.12,"calibrated-ready",5.41,17,"calibrated-ready",30,5.75,"sensor-ready",5.75,6.57,"sensor-ready",6.57,,,,31.36,"sensor-ready",31.36,,,,,,,25.56,"sensor-ready",25.56,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-31T17:00:00.000Z","2026-05-31T18:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,"calibration-missing",,15.32,"calibration-missing",,1,"calibration-missing",,14,"calibration-missing",,15,"calibration-missing",,-14.95,"calibration-missing",,0.37,"calibration-missing",,32.09,"calibration-missing",,32,"calibration-missing",,34.66,"sensor-ready",34.66,31,"sensor-ready",31,3.09,"calibration-missing",,3,"calibration-missing",,2.57,"calibration-missing",,3.02,"calibration-missing",,3,"calibration-missing",,5.40,"sensor-ready",5.40,3.20,"sensor-ready",3.20,1.32,"calibration-missing",,5.20,"sensor-ready",5.20,2.96,"calibrated-ready",5.11,3,"calibrated-ready",5,2.12,"calibrated-ready",3.90,4,"calibrated-ready",8,1,"calibrated-ready",1,2.77,"calibrated-ready",4.96,15,"calibrated-ready",27,5.36,"sensor-ready",5.36,3.15,"sensor-ready",3.15,,,,26.35,"sensor-ready",26.35,,,,,,,29.75,"sensor-ready",29.75,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-31T17:00:00.000Z","2026-05-31T18:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,"calibration-missing",,9.19,"calibration-missing",,1,"calibration-missing",,8,"calibration-missing",,9,"calibration-missing",,-19.59,"calibration-missing",,-10.40,"calibration-missing",,37.10,"calibration-missing",,37,"calibration-missing",,35.04,"sensor-ready",35.04,32,"sensor-ready",32,4.02,"calibration-missing",,4,"calibration-missing",,4.54,"calibration-missing",,4.10,"calibration-missing",,4,"calibration-missing",,6.48,"sensor-ready",6.48,5.34,"sensor-ready",5.34,2.14,"calibration-missing",,6.25,"sensor-ready",6.25,3.66,"calibrated-ready",5.68,4,"calibrated-ready",6,3.67,"calibrated-ready",4.82,7,"calibrated-ready",10,1,"calibrated-ready",1,3.72,"calibrated-ready",5.65,21,"calibrated-ready",31,6.44,"sensor-ready",6.44,5.27,"sensor-ready",5.27,,,,29.24,"sensor-ready",29.24,,,,,,,25.94,"sensor-ready",25.94,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-31T17:00:00.000Z","2026-05-31T18:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,"calibration-missing",,-3.84,"calibration-missing",,,,,,,,,,,-14.26,"calibration-missing",,-18.10,"calibration-missing",,44.37,"calibration-missing",,44,"calibration-missing",,36.17,"sensor-ready",36.17,33,"sensor-ready",33,3.15,"calibration-missing",,3,"calibration-missing",,5.76,"calibration-missing",,3.74,"calibration-missing",,3,"calibration-missing",,5.53,"sensor-ready",5.53,6.01,"sensor-ready",6.01,1.56,"calibration-missing",,5.32,"sensor-ready",5.32,3.00,"calibrated-ready",5.17,3,"calibrated-ready",5,5.02,"calibrated-ready",5.54,10,"calibrated-ready",11,1,"calibrated-ready",1,3.38,"calibrated-ready",5.58,18,"calibrated-ready",31,5.50,"sensor-ready",5.50,5.95,"sensor-ready",5.95,,,,28.91,"sensor-ready",28.91,,,,,,,27.91,"sensor-ready",27.91,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-31T17:00:00.000Z","2026-05-31T18:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,"calibration-missing",,-5.77,"calibration-missing",,,,,,,,,,,-18.51,"calibration-missing",,-24.28,"calibration-missing",,44.87,"calibration-missing",,45,"calibration-missing",,41.39,"sensor-ready",41.39,38,"sensor-ready",38,2.81,"calibration-missing",,3,"calibration-missing",,4.97,"calibration-missing",,3.01,"calibration-missing",,3,"calibration-missing",,4.97,"sensor-ready",4.97,6.18,"sensor-ready",6.18,1.13,"calibration-missing",,4.77,"sensor-ready",4.77,2.59,"calibrated-ready",4.91,3,"calibrated-ready",5,4.52,"calibrated-ready",5.07,9,"calibrated-ready",10,1,"calibrated-ready",1,2.73,"calibrated-ready",5.06,15,"calibrated-ready",28,4.93,"sensor-ready",4.93,6.12,"sensor-ready",6.12,,,,28.35,"sensor-ready",28.35,,,,,,,29.04,"sensor-ready",29.04,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-31T17:00:00.000Z","2026-05-31T18:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,"calibration-missing",,13.30,"calibration-missing",,1,"calibration-missing",,12,"calibration-missing",,13,"calibration-missing",,-19.56,"calibration-missing",,-6.25,"calibration-missing",,54.99,"calibration-missing",,55,"calibration-missing",,52.58,"sensor-ready",52.58,48,"sensor-ready",48,2.92,"calibration-missing",,3,"calibration-missing",,4.86,"calibration-missing",,3.17,"calibration-missing",,3,"calibration-missing",,5.60,"sensor-ready",5.60,6.72,"sensor-ready",6.72,1.50,"calibration-missing",,5.39,"sensor-ready",5.39,2.74,"calibrated-ready",5.09,3,"calibrated-ready",5,4.46,"calibrated-ready",5.19,9,"calibrated-ready",10,1,"calibrated-ready",1,2.93,"calibrated-ready",5.34,16,"calibrated-ready",29,5.59,"sensor-ready",5.59,6.70,"sensor-ready",6.70,,,,32.99,"sensor-ready",32.99,,,,,,,23.98,"sensor-ready",23.98,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-31T18:00:00.000Z","2026-05-31T19:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,"calibration-missing",,11.51,"calibration-missing",,1,"calibration-missing",,10,"calibration-missing",,12,"calibration-missing",,-16.76,"calibration-missing",,-5.25,"calibration-missing",,34.39,"calibration-missing",,34,"calibration-missing",,37.21,"sensor-ready",37.21,34,"sensor-ready",34,3.35,"calibration-missing",,3,"calibration-missing",,2.71,"calibration-missing",,3.12,"calibration-missing",,3,"calibration-missing",,5.54,"sensor-ready",5.54,3.42,"sensor-ready",3.42,1.48,"calibration-missing",,5.32,"sensor-ready",5.32,3.08,"calibrated-ready",5.20,3,"calibrated-ready",5,2.26,"calibrated-ready",3.99,4,"calibrated-ready",8,1,"calibrated-ready",1,2.84,"calibrated-ready",5.07,16,"calibrated-ready",28,5.49,"sensor-ready",5.49,3.37,"sensor-ready",3.37,,,,25.68,"sensor-ready",25.68,,,,,,,30.37,"sensor-ready",30.37,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-31T18:00:00.000Z","2026-05-31T19:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,"calibration-missing",,8.17,"calibration-missing",,1,"calibration-missing",,8,"calibration-missing",,8,"calibration-missing",,-19.58,"calibration-missing",,-11.41,"calibration-missing",,37.82,"calibration-missing",,38,"calibration-missing",,36.91,"sensor-ready",36.91,33,"sensor-ready",33,3.96,"calibration-missing",,4,"calibration-missing",,4.69,"calibration-missing",,4.03,"calibration-missing",,4,"calibration-missing",,6.66,"sensor-ready",6.66,5.55,"sensor-ready",5.55,2.14,"calibration-missing",,6.43,"sensor-ready",6.43,3.66,"calibrated-ready",5.70,4,"calibrated-ready",6,3.80,"calibrated-ready",4.91,8,"calibrated-ready",10,1,"calibrated-ready",1,3.69,"calibrated-ready",5.68,20,"calibrated-ready",31,6.62,"sensor-ready",6.62,5.48,"sensor-ready",5.48,,,,27.71,"sensor-ready",27.71,,,,,,,26.83,"sensor-ready",26.83,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-31T18:00:00.000Z","2026-05-31T19:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,"calibration-missing",,1.83,"calibration-missing",,1,"calibration-missing",,1,"calibration-missing",,2,"calibration-missing",,-14.82,"calibration-missing",,-12.99,"calibration-missing",,45.17,"calibration-missing",,45,"calibration-missing",,39.99,"sensor-ready",39.99,36,"sensor-ready",36,6.68,"calibration-missing",,7,"calibration-missing",,6.00,"calibration-missing",,5.21,"calibration-missing",,5,"calibration-missing",,8.84,"sensor-ready",8.84,6.28,"sensor-ready",6.28,3.52,"calibration-missing",,8.46,"sensor-ready",8.46,6.09,"calibrated-ready",7.09,6,"calibrated-ready",7,5.23,"calibrated-ready",5.68,10,"calibrated-ready",11,1,"calibrated-ready",1,4.73,"calibrated-ready",5.93,26,"calibrated-ready",33,8.79,"sensor-ready",8.79,6.22,"sensor-ready",6.22,,,,26.76,"sensor-ready",26.76,,,,,,,29.01,"sensor-ready",29.01,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-31T18:00:00.000Z","2026-05-31T19:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,"calibration-missing",,-0.91,"calibration-missing",,,,,,,,,,,-20.65,"calibration-missing",,-21.56,"calibration-missing",,49.00,"calibration-missing",,49,"calibration-missing",,43.97,"sensor-ready",43.97,40,"sensor-ready",40,4.93,"calibration-missing",,5,"calibration-missing",,5.15,"calibration-missing",,3.97,"calibration-missing",,3,"calibration-missing",,6.04,"sensor-ready",6.04,6.35,"sensor-ready",6.35,1.75,"calibration-missing",,5.72,"sensor-ready",5.72,4.32,"calibrated-ready",5.86,4,"calibrated-ready",6,4.68,"calibrated-ready",5.16,9,"calibrated-ready",10,1,"calibrated-ready",1,3.53,"calibrated-ready",5.28,19,"calibrated-ready",29,5.96,"sensor-ready",5.96,6.28,"sensor-ready",6.28,,,,27.94,"sensor-ready",27.94,,,,,,,29.90,"sensor-ready",29.90,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-31T18:00:00.000Z","2026-05-31T19:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,"calibration-missing",,7.26,"calibration-missing",,1,"calibration-missing",,7,"calibration-missing",,7,"calibration-missing",,-16.83,"calibration-missing",,-9.57,"calibration-missing",,55.05,"calibration-missing",,55,"calibration-missing",,52.22,"sensor-ready",52.22,48,"sensor-ready",48,3.25,"calibration-missing",,3,"calibration-missing",,4.96,"calibration-missing",,3.21,"calibration-missing",,3,"calibration-missing",,5.84,"sensor-ready",5.84,6.86,"sensor-ready",6.86,1.70,"calibration-missing",,5.61,"sensor-ready",5.61,2.94,"calibrated-ready",5.22,3,"calibrated-ready",5,4.56,"calibrated-ready",5.25,9,"calibrated-ready",10,1,"calibrated-ready",1,2.93,"calibrated-ready",5.31,16,"calibrated-ready",29,5.82,"sensor-ready",5.82,6.84,"sensor-ready",6.84,,,,33.78,"sensor-ready",33.78,,,,,,,24.12,"sensor-ready",24.12,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-31T19:00:00.000Z","2026-05-31T20:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,"calibration-missing",,13.49,"calibration-missing",,1,"calibration-missing",,12,"calibration-missing",,13,"calibration-missing",,-18.29,"calibration-missing",,-4.80,"calibration-missing",,35.93,"calibration-missing",,36,"calibration-missing",,33.53,"sensor-ready",33.53,31,"sensor-ready",31,3.91,"calibration-missing",,4,"calibration-missing",,2.88,"calibration-missing",,3.36,"calibration-missing",,3,"calibration-missing",,5.92,"sensor-ready",5.92,3.66,"sensor-ready",3.66,1.86,"calibration-missing",,5.67,"sensor-ready",5.67,3.55,"calibrated-ready",5.48,4,"calibrated-ready",5,2.41,"calibrated-ready",4.09,5,"calibrated-ready",8,1,"calibrated-ready",1,3.14,"calibrated-ready",5.28,17,"calibrated-ready",29,5.87,"sensor-ready",5.87,3.62,"sensor-ready",3.62,,,,25.50,"sensor-ready",25.50,,,,,,,30.23,"sensor-ready",30.23,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-31T19:00:00.000Z","2026-05-31T20:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,"calibration-missing",,7.40,"calibration-missing",,1,"calibration-missing",,7,"calibration-missing",,7,"calibration-missing",,-18.21,"calibration-missing",,-10.81,"calibration-missing",,38.60,"calibration-missing",,39,"calibration-missing",,37.48,"sensor-ready",37.48,34,"sensor-ready",34,4.01,"calibration-missing",,4,"calibration-missing",,4.84,"calibration-missing",,4.02,"calibration-missing",,4,"calibration-missing",,6.58,"sensor-ready",6.58,5.76,"sensor-ready",5.76,2.07,"calibration-missing",,6.34,"sensor-ready",6.34,3.73,"calibrated-ready",5.70,4,"calibrated-ready",6,3.95,"calibrated-ready",5.01,8,"calibrated-ready",10,1,"calibrated-ready",1,3.71,"calibrated-ready",5.69,21,"calibrated-ready",31,6.53,"sensor-ready",6.53,5.69,"sensor-ready",5.69,,,,27.21,"sensor-ready",27.21,,,,,,,27.64,"sensor-ready",27.64,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-31T19:00:00.000Z","2026-05-31T20:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,"calibration-missing",,6.86,"calibration-missing",,1,"calibration-missing",,6,"calibration-missing",,7,"calibration-missing",,-21.34,"calibration-missing",,-14.48,"calibration-missing",,41.26,"calibration-missing",,41,"calibration-missing",,38.34,"sensor-ready",38.34,35,"sensor-ready",35,3.77,"calibration-missing",,4,"calibration-missing",,6.11,"calibration-missing",,4.49,"calibration-missing",,4,"calibration-missing",,6.23,"sensor-ready",6.23,6.44,"sensor-ready",6.44,1.95,"calibration-missing",,6.02,"sensor-ready",6.02,3.49,"calibrated-ready",5.49,3,"calibrated-ready",5,5.34,"calibrated-ready",5.75,11,"calibrated-ready",11,1,"calibrated-ready",1,4.11,"calibrated-ready",5.80,23,"calibrated-ready",32,6.19,"sensor-ready",6.19,6.39,"sensor-ready",6.39,,,,26.55,"sensor-ready",26.55,,,,,,,29.97,"sensor-ready",29.97,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-31T19:00:00.000Z","2026-05-31T20:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,"calibration-missing",,0.86,"calibration-missing",,1,"calibration-missing",,0,"calibration-missing",,1,"calibration-missing",,-22.48,"calibration-missing",,-21.62,"calibration-missing",,46.00,"calibration-missing",,46,"calibration-missing",,41.06,"sensor-ready",41.06,38,"sensor-ready",38,3.77,"calibration-missing",,4,"calibration-missing",,5.29,"calibration-missing",,3.87,"calibration-missing",,3,"calibration-missing",,5.43,"sensor-ready",5.43,6.49,"sensor-ready",6.49,1.42,"calibration-missing",,5.18,"sensor-ready",5.18,3.38,"calibrated-ready",5.31,3,"calibrated-ready",5,4.80,"calibrated-ready",5.24,10,"calibrated-ready",10,1,"calibrated-ready",1,3.45,"calibrated-ready",5.29,19,"calibrated-ready",29,5.37,"sensor-ready",5.37,6.43,"sensor-ready",6.43,,,,27.40,"sensor-ready",27.40,,,,,,,30.91,"sensor-ready",30.91,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-31T19:00:00.000Z","2026-05-31T20:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,"calibration-missing",,7.01,"calibration-missing",,1,"calibration-missing",,7,"calibration-missing",,7,"calibration-missing",,-16.66,"calibration-missing",,-9.65,"calibration-missing",,53.74,"calibration-missing",,54,"calibration-missing",,52.75,"sensor-ready",52.75,48,"sensor-ready",48,3.11,"calibration-missing",,3,"calibration-missing",,5.06,"calibration-missing",,3.16,"calibration-missing",,3,"calibration-missing",,5.71,"sensor-ready",5.71,7.00,"sensor-ready",7.00,1.52,"calibration-missing",,5.49,"sensor-ready",5.49,2.90,"calibrated-ready",5.16,3,"calibrated-ready",5,4.65,"calibrated-ready",5.32,9,"calibrated-ready",11,1,"calibrated-ready",1,2.92,"calibrated-ready",5.29,16,"calibrated-ready",29,5.70,"sensor-ready",5.70,6.98,"sensor-ready",6.98,,,,33.25,"sensor-ready",33.25,,,,,,,24.55,"sensor-ready",24.55,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-31T20:00:00.000Z","2026-05-31T21:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,"calibration-missing",,11.27,"calibration-missing",,1,"calibration-missing",,10,"calibration-missing",,11,"calibration-missing",,-15.40,"calibration-missing",,-4.13,"calibration-missing",,33.18,"calibration-missing",,33,"calibration-missing",,29.41,"sensor-ready",29.41,27,"sensor-ready",27,4.28,"calibration-missing",,4,"calibration-missing",,3.08,"calibration-missing",,3.73,"calibration-missing",,3,"calibration-missing",,6.61,"sensor-ready",6.61,3.95,"sensor-ready",3.95,2.29,"calibration-missing",,6.34,"sensor-ready",6.34,4.03,"calibrated-ready",5.78,4,"calibrated-ready",6,2.60,"calibrated-ready",4.21,5,"calibrated-ready",8,1,"calibrated-ready",1,3.59,"calibrated-ready",5.54,19,"calibrated-ready",31,6.56,"sensor-ready",6.56,3.90,"sensor-ready",3.90,,,,25.43,"sensor-ready",25.43,,,,,,,30.02,"sensor-ready",30.02,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-31T20:00:00.000Z","2026-05-31T21:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,"calibration-missing",,11.23,"calibration-missing",,1,"calibration-missing",,10,"calibration-missing",,11,"calibration-missing",,-21.34,"calibration-missing",,-10.11,"calibration-missing",,39.32,"calibration-missing",,39,"calibration-missing",,38.26,"sensor-ready",38.26,35,"sensor-ready",35,4.17,"calibration-missing",,4,"calibration-missing",,5.00,"calibration-missing",,4.09,"calibration-missing",,4,"calibration-missing",,6.81,"sensor-ready",6.81,5.99,"sensor-ready",5.99,2.35,"calibration-missing",,6.58,"sensor-ready",6.58,3.90,"calibrated-ready",5.80,4,"calibrated-ready",6,4.10,"calibrated-ready",5.11,8,"calibrated-ready",10,1,"calibrated-ready",1,3.81,"calibrated-ready",5.74,21,"calibrated-ready",32,6.77,"sensor-ready",6.77,5.93,"sensor-ready",5.93,,,,27.79,"sensor-ready",27.79,,,,,,,27.68,"sensor-ready",27.68,,,,,,,,,,,,
