"datasourceId","sourceId","sourceType","outputFrequency","startOfPeriod","endOfPeriod","locationLatitude","locationLongitude","atmPressure1HourMean.raw","atmPressure1HourMean.status","atmPressure1HourMean.value","bcAllSources1HourMean.raw","bcAllSources1HourMean.status","bcAllSources1HourMean.value","bcBiomass1HourMean.raw","bcBiomass1HourMean.status","bcBiomass1HourMean.value","bcFossilFuel1HourMean.raw","bcFossilFuel1HourMean.status","bcFossilFuel1HourMean.value","bcSourcesArray1HourMean.raw","bcSourcesArray1HourMean.status","bcSourcesArray1HourMean.value","bcSpectralArrayIRGBU1HourMean.raw","bcSpectralArrayIRGBU1HourMean.status","bcSpectralArrayIRGBU1HourMean.value","bcSpectralB1HourMean.raw","bcSpectralB1HourMean.status","bcSpectralB1HourMean.value","bcSpectralG1HourMean.raw","bcSpectralG1HourMean.status","bcSpectralG1HourMean.value","bcSpectralIR1HourMean.raw","bcSpectralIR1HourMean.status","bcSpectralIR1HourMean.value","bcSpectralR1HourMean.raw","bcSpectralR1HourMean.status","bcSpectralR1HourMean.value","bcSpectralUV1HourMean.raw","bcSpectralUV1HourMean.status","bcSpectralUV1HourMean.value","co2Conc1HourMean.raw","co2Conc1HourMean.status","co2Conc1HourMean.value","coConc1HourMean.raw","coConc1HourMean.status","coConc1HourMean.value","no2Conc1HourMean.raw","no2Conc1HourMean.status","no2Conc1HourMean.value","no2Conc1HourMeanUkDefraAqi.raw","no2Conc1HourMeanUkDefraAqi.status","no2Conc1HourMeanUkDefraAqi.value","no2Conc1HourMeanUsEpaAqi.raw","no2Conc1HourMeanUsEpaAqi.status","no2Conc1HourMeanUsEpaAqi.value","no2Conc1HourMeanWaDwerAqi.raw","no2Conc1HourMeanWaDwerAqi.status","no2Conc1HourMeanWaDwerAqi.value","noConc1HourMean.raw","noConc1HourMean.status","noConc1HourMean.value","noxConc1HourMean.raw","noxConc1HourMean.status","noxConc1HourMean.value","o3Conc1HourMean.raw","o3Conc1HourMean.status","o3Conc1HourMean.value","o3Conc1HourMeanWaDwerAqi.raw","o3Conc1HourMeanWaDwerAqi.status","o3Conc1HourMeanWaDwerAqi.value","o3ConcNowcast.raw","o3ConcNowcast.status","o3ConcNowcast.value","o3ConcNowcastUsEpaAqi.raw","o3ConcNowcastUsEpaAqi.status","o3ConcNowcastUsEpaAqi.value","pm10ConcMass1HourMean.raw","pm10ConcMass1HourMean.status","pm10ConcMass1HourMean.value","pm10ConcMass1HourMeanWaDwerAqi.raw","pm10ConcMass1HourMeanWaDwerAqi.status","pm10ConcMass1HourMeanWaDwerAqi.value","pm10ConcMass24HourRollingMean.raw","pm10ConcMass24HourRollingMean.status","pm10ConcMass24HourRollingMean.value","pm10ConcMassNowcast.raw","pm10ConcMassNowcast.status","pm10ConcMassNowcast.value","pm10ConcMassNowcastUsEpaAqi.raw","pm10ConcMassNowcastUsEpaAqi.status","pm10ConcMassNowcastUsEpaAqi.value","pm10ConcNum1HourMean.raw","pm10ConcNum1HourMean.status","pm10ConcNum1HourMean.value","pm10ConcNum24HourRollingMean.raw","pm10ConcNum24HourRollingMean.status","pm10ConcNum24HourRollingMean.value","pm1ConcMass1HourMean.raw","pm1ConcMass1HourMean.status","pm1ConcMass1HourMean.value","pm1ConcNum1HourMean.raw","pm1ConcNum1HourMean.status","pm1ConcNum1HourMean.value","pm2_5ConcMass1HourMean.raw","pm2_5ConcMass1HourMean.status","pm2_5ConcMass1HourMean.value","pm2_5ConcMass1HourMeanWaDwerAqi.raw","pm2_5ConcMass1HourMeanWaDwerAqi.status","pm2_5ConcMass1HourMeanWaDwerAqi.value","pm2_5ConcMass24HourRollingMean.raw","pm2_5ConcMass24HourRollingMean.status","pm2_5ConcMass24HourRollingMean.value","pm2_5ConcMass24HourRollingMeanPhDenrAqi.raw","pm2_5ConcMass24HourRollingMeanPhDenrAqi.status","pm2_5ConcMass24HourRollingMeanPhDenrAqi.value","pm2_5ConcMass24HourRollingMeanUkDefraAqi.raw","pm2_5ConcMass24HourRollingMeanUkDefraAqi.status","pm2_5ConcMass24HourRollingMeanUkDefraAqi.value","pm2_5ConcMassNowcast.raw","pm2_5ConcMassNowcast.status","pm2_5ConcMassNowcast.value","pm2_5ConcMassNowcastUsEpaAqi.raw","pm2_5ConcMassNowcastUsEpaAqi.status","pm2_5ConcMassNowcastUsEpaAqi.value","pm2_5ConcNum1HourMean.raw","pm2_5ConcNum1HourMean.status","pm2_5ConcNum1HourMean.value","pm2_5ConcNum24HourRollingMean.raw","pm2_5ConcNum24HourRollingMean.status","pm2_5ConcNum24HourRollingMean.value","relHumidAmbient1HourMean.raw","relHumidAmbient1HourMean.status","relHumidAmbient1HourMean.value","relHumidInternal1HourMean.raw","relHumidInternal1HourMean.status","relHumidInternal1HourMean.value","tVocConc1HourMean.raw","tVocConc1HourMean.status","tVocConc1HourMean.value","temperatureAmbient1HourMean.raw","temperatureAmbient1HourMean.status","temperatureAmbient1HourMean.value","temperatureInternal1HourMean.raw","temperatureInternal1HourMean.status","temperatureInternal1HourMean.value","tspConcMass1HourMean.raw","tspConcMass1HourMean.status","tspConcMass1HourMean.value","windDirection1HourMean.raw","windDirection1HourMean.status","windDirection1HourMean.value","windSpeed1HourMean.raw","windSpeed1HourMean.status","windSpeed1HourMean.value","windVector1HourMean.raw","windVector1HourMean.status","windVector1HourMean.value"
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-27T23:00:00.000Z","2026-05-28T00:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,"calibration-missing",,22.61,"calibration-missing",,1,"calibration-missing",,21,"calibration-missing",,23,"calibration-missing",,-23.98,"calibration-missing",,-1.37,"calibration-missing",,25.27,"calibration-missing",,25,"calibration-missing",,26.49,"sensor-ready",26.49,24,"sensor-ready",24,6.82,"calibration-missing",,7,"calibration-missing",,22.17,"calibration-missing",,7.45,"calibration-missing",,6,"calibration-missing",,9.04,"sensor-ready",9.04,21.60,"sensor-ready",21.60,3.67,"calibration-missing",,8.67,"sensor-ready",8.67,6.25,"calibrated-ready",6.41,6,"calibrated-ready",6,19.48,"calibrated-ready",9.76,39,"calibrated-ready",19,2,"calibrated-ready",1,6.78,"calibrated-ready",6.68,37,"calibrated-ready",37,8.97,"sensor-ready",8.97,21.44,"sensor-ready",21.44,,,,46.82,"sensor-ready",46.82,,,,,,,28.01,"sensor-ready",28.01,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-27T23:00:00.000Z","2026-05-28T00:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,"calibration-missing",,23.02,"calibration-missing",,1,"calibration-missing",,22,"calibration-missing",,23,"calibration-missing",,-29.94,"calibration-missing",,-6.93,"calibration-missing",,32.31,"calibration-missing",,32,"calibration-missing",,33.85,"sensor-ready",33.85,31,"sensor-ready",31,5.47,"calibration-missing",,5,"calibration-missing",,17.18,"calibration-missing",,6.33,"calibration-missing",,6,"calibration-missing",,7.86,"sensor-ready",7.86,19.27,"sensor-ready",19.27,3.00,"calibration-missing",,7.55,"sensor-ready",7.55,5.00,"calibrated-ready",5.69,5,"calibrated-ready",6,15.57,"calibrated-ready",8.47,31,"calibrated-ready",17,2,"calibrated-ready",1,5.87,"calibrated-ready",6.13,32,"calibrated-ready",34,7.81,"sensor-ready",7.81,19.15,"sensor-ready",19.15,,,,48.97,"sensor-ready",48.97,,,,,,,27.94,"sensor-ready",27.94,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-27T23:00:00.000Z","2026-05-28T00:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,"calibration-missing",,23.36,"calibration-missing",,1,"calibration-missing",,22,"calibration-missing",,23,"calibration-missing",,-20.10,"calibration-missing",,3.26,"calibration-missing",,29.58,"calibration-missing",,30,"calibration-missing",,36.95,"sensor-ready",36.95,33,"sensor-ready",33,7.16,"calibration-missing",,7,"calibration-missing",,16.09,"calibration-missing",,7.37,"calibration-missing",,6,"calibration-missing",,10.32,"sensor-ready",10.32,19.05,"sensor-ready",19.05,4.36,"calibration-missing",,9.90,"sensor-ready",9.90,6.68,"calibrated-ready",6.24,7,"calibrated-ready",6,15.15,"calibrated-ready",8.11,30,"calibrated-ready",16,2,"calibrated-ready",1,6.93,"calibrated-ready",6.41,38,"calibrated-ready",36,10.30,"sensor-ready",10.30,18.99,"sensor-ready",18.99,,,,55.28,"sensor-ready",55.28,,,,,,,27.64,"sensor-ready",27.64,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-28T00:00:00.000Z","2026-05-28T01:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,"calibration-missing",,14.61,"calibration-missing",,1,"calibration-missing",,13,"calibration-missing",,15,"calibration-missing",,-19.67,"calibration-missing",,-5.06,"calibration-missing",,21.52,"calibration-missing",,22,"calibration-missing",,24.18,"sensor-ready",24.18,22,"sensor-ready",22,10.80,"calibration-missing",,11,"calibration-missing",,17.04,"calibration-missing",,10.59,"calibration-missing",,9,"calibration-missing",,13.64,"sensor-ready",13.64,18.70,"sensor-ready",18.70,6.42,"calibration-missing",,13.03,"sensor-ready",13.03,10.13,"calibrated-ready",6.86,10,"calibrated-ready",7,15.87,"calibrated-ready",8.40,32,"calibrated-ready",17,2,"calibrated-ready",1,10.01,"calibrated-ready",7.26,53,"calibrated-ready",40,13.56,"sensor-ready",13.56,18.57,"sensor-ready",18.57,,,,67.15,"sensor-ready",67.15,,,,,,,24.65,"sensor-ready",24.65,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-28T00:00:00.000Z","2026-05-28T01:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,"calibration-missing",,20.13,"calibration-missing",,1,"calibration-missing",,19,"calibration-missing",,20,"calibration-missing",,-21.94,"calibration-missing",,-1.81,"calibration-missing",,46.34,"calibration-missing",,46,"calibration-missing",,42.25,"sensor-ready",42.25,39,"sensor-ready",39,11.71,"calibration-missing",,12,"calibration-missing",,23.36,"calibration-missing",,11.98,"calibration-missing",,10,"calibration-missing",,15.80,"sensor-ready",15.80,26.75,"sensor-ready",26.75,7.84,"calibration-missing",,15.16,"sensor-ready",15.16,11.24,"calibrated-ready",8.64,11,"calibrated-ready",9,21.10,"calibrated-ready",11.09,42,"calibrated-ready",22,2,"calibrated-ready",1,11.52,"calibrated-ready",8.86,55,"calibrated-ready",49,15.74,"sensor-ready",15.74,26.62,"sensor-ready",26.62,,,,52.83,"sensor-ready",52.83,,,,,,,27.42,"sensor-ready",27.42,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-28T00:00:00.000Z","2026-05-28T01:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,"calibration-missing",,29.03,"calibration-missing",,1,"calibration-missing",,27,"calibration-missing",,29,"calibration-missing",,-27.53,"calibration-missing",,1.49,"calibration-missing",,15.22,"calibration-missing",,15,"calibration-missing",,20.39,"sensor-ready",20.39,19,"sensor-ready",19,7.26,"calibration-missing",,7,"calibration-missing",,21.67,"calibration-missing",,7.35,"calibration-missing",,6,"calibration-missing",,9.48,"sensor-ready",9.48,21.02,"sensor-ready",21.02,4.06,"calibration-missing",,9.04,"sensor-ready",9.04,6.53,"calibrated-ready",6.40,7,"calibrated-ready",6,19.01,"calibrated-ready",9.58,38,"calibrated-ready",19,2,"calibrated-ready",1,6.65,"calibrated-ready",6.54,37,"calibrated-ready",36,9.42,"sensor-ready",9.42,20.87,"sensor-ready",20.87,,,,50.87,"sensor-ready",50.87,,,,,,,26.68,"sensor-ready",26.68,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-28T00:00:00.000Z","2026-05-28T01:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,"calibration-missing",,20.89,"calibration-missing",,1,"calibration-missing",,19,"calibration-missing",,21,"calibration-missing",,-27.26,"calibration-missing",,-6.37,"calibration-missing",,28.99,"calibration-missing",,29,"calibration-missing",,31.02,"sensor-ready",31.02,29,"sensor-ready",29,5.72,"calibration-missing",,6,"calibration-missing",,16.97,"calibration-missing",,6.02,"calibration-missing",,6,"calibration-missing",,8.03,"sensor-ready",8.03,19.02,"sensor-ready",19.02,2.95,"calibration-missing",,7.67,"sensor-ready",7.67,5.30,"calibrated-ready",5.63,5,"calibrated-ready",6,15.37,"calibrated-ready",8.41,31,"calibrated-ready",17,2,"calibrated-ready",1,5.58,"calibrated-ready",5.88,31,"calibrated-ready",32,7.97,"sensor-ready",7.97,18.89,"sensor-ready",18.89,,,,52.42,"sensor-ready",52.42,,,,,,,26.25,"sensor-ready",26.25,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-28T00:00:00.000Z","2026-05-28T01:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,"calibration-missing",,26.15,"calibration-missing",,1,"calibration-missing",,25,"calibration-missing",,26,"calibration-missing",,-19.92,"calibration-missing",,6.22,"calibration-missing",,19.24,"calibration-missing",,19,"calibration-missing",,31.24,"sensor-ready",31.24,29,"sensor-ready",29,8.25,"calibration-missing",,8,"calibration-missing",,15.95,"calibration-missing",,7.81,"calibration-missing",,6,"calibration-missing",,11.43,"sensor-ready",11.43,18.85,"sensor-ready",18.85,5.07,"calibration-missing",,10.95,"sensor-ready",10.95,7.66,"calibrated-ready",6.33,8,"calibrated-ready",6,15.00,"calibrated-ready",8.06,30,"calibrated-ready",16,2,"calibrated-ready",1,7.29,"calibrated-ready",6.37,40,"calibrated-ready",35,11.40,"sensor-ready",11.40,18.80,"sensor-ready",18.80,,,,61.41,"sensor-ready",61.41,,,,,,,25.84,"sensor-ready",25.84,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-28T01:00:00.000Z","2026-05-28T02:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,"calibration-missing",,13.78,"calibration-missing",,1,"calibration-missing",,12,"calibration-missing",,14,"calibration-missing",,-18.01,"calibration-missing",,-4.23,"calibration-missing",,17.04,"calibration-missing",,17,"calibration-missing",,21.47,"sensor-ready",21.47,19,"sensor-ready",19,11.99,"calibration-missing",,12,"calibration-missing",,17.11,"calibration-missing",,11.29,"calibration-missing",,10,"calibration-missing",,14.82,"sensor-ready",14.82,18.76,"sensor-ready",18.76,7.28,"calibration-missing",,14.13,"sensor-ready",14.13,11.25,"calibrated-ready",7.01,11,"calibrated-ready",7,15.93,"calibrated-ready",8.39,32,"calibrated-ready",17,2,"calibrated-ready",1,10.63,"calibrated-ready",7.18,54,"calibrated-ready",39,14.74,"sensor-ready",14.74,18.63,"sensor-ready",18.63,,,,70.65,"sensor-ready",70.65,,,,,,,23.60,"sensor-ready",23.60,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-28T01:00:00.000Z","2026-05-28T02:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,"calibration-missing",,34.12,"calibration-missing",,1,"calibration-missing",,32,"calibration-missing",,34,"calibration-missing",,-24.09,"calibration-missing",,10.03,"calibration-missing",,30.61,"calibration-missing",,31,"calibration-missing",,34.80,"sensor-ready",34.80,31,"sensor-ready",31,14.32,"calibration-missing",,14,"calibration-missing",,23.51,"calibration-missing",,13.15,"calibration-missing",,12,"calibration-missing",,18.90,"sensor-ready",18.90,26.91,"sensor-ready",26.91,9.81,"calibration-missing",,18.13,"sensor-ready",18.13,13.66,"calibrated-ready",9.26,14,"calibrated-ready",9,21.23,"calibrated-ready",11.15,42,"calibrated-ready",22,2,"calibrated-ready",1,12.59,"calibrated-ready",9.03,57,"calibrated-ready",50,18.83,"sensor-ready",18.83,26.77,"sensor-ready",26.77,,,,59.39,"sensor-ready",59.39,,,,,,,26.64,"sensor-ready",26.64,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-28T01:00:00.000Z","2026-05-28T02:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,"calibration-missing",,26.16,"calibration-missing",,1,"calibration-missing",,25,"calibration-missing",,26,"calibration-missing",,-24.86,"calibration-missing",,1.30,"calibration-missing",,14.80,"calibration-missing",,15,"calibration-missing",,20.50,"sensor-ready",20.50,19,"sensor-ready",19,25.66,"calibration-missing",,26,"calibration-missing",,22.22,"calibration-missing",,16.50,"calibration-missing",,15,"calibration-missing",,27.40,"sensor-ready",27.40,21.55,"sensor-ready",21.55,14.45,"calibration-missing",,25.96,"sensor-ready",25.96,22.52,"calibrated-ready",14.43,23,"calibrated-ready",14,19.47,"calibrated-ready",9.87,39,"calibrated-ready",20,2,"calibrated-ready",1,14.58,"calibrated-ready",10.48,61,"calibrated-ready",53,27.20,"sensor-ready",27.20,21.39,"sensor-ready",21.39,,,,53.87,"sensor-ready",53.87,,,,,,,25.68,"sensor-ready",25.68,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-28T01:00:00.000Z","2026-05-28T02:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,"calibration-missing",,21.27,"calibration-missing",,1,"calibration-missing",,20,"calibration-missing",,21,"calibration-missing",,-25.77,"calibration-missing",,-4.50,"calibration-missing",,20.92,"calibration-missing",,21,"calibration-missing",,26.91,"sensor-ready",26.91,24,"sensor-ready",24,7.00,"calibration-missing",,7,"calibration-missing",,16.87,"calibration-missing",,6.51,"calibration-missing",,6,"calibration-missing",,9.41,"sensor-ready",9.41,18.86,"sensor-ready",18.86,3.89,"calibration-missing",,9.00,"sensor-ready",9.00,6.56,"calibrated-ready",5.99,7,"calibrated-ready",6,15.26,"calibrated-ready",8.38,30,"calibrated-ready",17,2,"calibrated-ready",1,6.07,"calibrated-ready",5.93,33,"calibrated-ready",33,9.35,"sensor-ready",9.35,18.74,"sensor-ready",18.74,,,,56.60,"sensor-ready",56.60,,,,,,,24.93,"sensor-ready",24.93,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-28T01:00:00.000Z","2026-05-28T02:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,"calibration-missing",,20.13,"calibration-missing",,1,"calibration-missing",,19,"calibration-missing",,20,"calibration-missing",,-18.59,"calibration-missing",,1.55,"calibration-missing",,21.81,"calibration-missing",,22,"calibration-missing",,31.06,"sensor-ready",31.06,29,"sensor-ready",29,9.70,"calibration-missing",,10,"calibration-missing",,15.89,"calibration-missing",,8.75,"calibration-missing",,7,"calibration-missing",,12.95,"sensor-ready",12.95,18.76,"sensor-ready",18.76,5.96,"calibration-missing",,12.38,"sensor-ready",12.38,9.05,"calibrated-ready",6.60,9,"calibrated-ready",7,14.94,"calibrated-ready",8.04,30,"calibrated-ready",16,2,"calibrated-ready",1,8.17,"calibrated-ready",6.48,45,"calibrated-ready",36,12.91,"sensor-ready",12.91,18.71,"sensor-ready",18.71,,,,65.89,"sensor-ready",65.89,,,,,,,24.24,"sensor-ready",24.24,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-28T02:00:00.000Z","2026-05-28T03:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,"calibration-missing",,11.82,"calibration-missing",,1,"calibration-missing",,10,"calibration-missing",,12,"calibration-missing",,-17.02,"calibration-missing",,-5.20,"calibration-missing",,15.53,"calibration-missing",,16,"calibration-missing",,19.23,"sensor-ready",19.23,18,"sensor-ready",18,13.86,"calibration-missing",,14,"calibration-missing",,17.20,"calibration-missing",,12.57,"calibration-missing",,11,"calibration-missing",,16.89,"sensor-ready",16.89,18.88,"sensor-ready",18.88,8.41,"calibration-missing",,16.09,"sensor-ready",16.09,13.12,"calibrated-ready",7.48,13,"calibrated-ready",7,16.03,"calibrated-ready",8.39,32,"calibrated-ready",17,2,"calibrated-ready",1,11.87,"calibrated-ready",7.27,56,"calibrated-ready",40,16.80,"sensor-ready",16.80,18.75,"sensor-ready",18.75,,,,73.26,"sensor-ready",73.26,,,,,,,23.23,"sensor-ready",23.23,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-28T02:00:00.000Z","2026-05-28T03:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,"calibration-missing",,36.09,"calibration-missing",,2,"calibration-missing",,34,"calibration-missing",,36,"calibration-missing",,-25.79,"calibration-missing",,10.30,"calibration-missing",,22.26,"calibration-missing",,22,"calibration-missing",,29.57,"sensor-ready",29.57,27,"sensor-ready",27,21.39,"calibration-missing",,21,"calibration-missing",,23.90,"calibration-missing",,17.27,"calibration-missing",,16,"calibration-missing",,26.49,"sensor-ready",26.49,27.35,"sensor-ready",27.35,14.71,"calibration-missing",,25.31,"sensor-ready",25.31,20.48,"calibrated-ready",11.00,20,"calibrated-ready",11,21.62,"calibrated-ready",11.27,43,"calibrated-ready",22,2,"calibrated-ready",1,16.53,"calibrated-ready",9.47,65,"calibrated-ready",52,26.39,"sensor-ready",26.39,27.21,"sensor-ready",27.21,,,,69.94,"sensor-ready",69.94,,,,,,,25.63,"sensor-ready",25.63,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-28T02:00:00.000Z","2026-05-28T03:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,"calibration-missing",,27.12,"calibration-missing",,1,"calibration-missing",,25,"calibration-missing",,27,"calibration-missing",,-23.69,"calibration-missing",,3.42,"calibration-missing",,10.49,"calibration-missing",,10,"calibration-missing",,16.93,"sensor-ready",16.93,15,"sensor-ready",15,9.98,"calibration-missing",,10,"calibration-missing",,22.14,"calibration-missing",,13.23,"calibration-missing",,12,"calibration-missing",,12.61,"sensor-ready",12.61,21.49,"sensor-ready",21.49,6.04,"calibration-missing",,12.08,"sensor-ready",12.08,9.28,"calibrated-ready",7.19,9,"calibrated-ready",7,19.39,"calibrated-ready",9.88,39,"calibrated-ready",20,2,"calibrated-ready",1,11.93,"calibrated-ready",8.84,56,"calibrated-ready",49,12.55,"sensor-ready",12.55,21.33,"sensor-ready",21.33,,,,58.52,"sensor-ready",58.52,,,,,,,24.97,"sensor-ready",24.97,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-28T02:00:00.000Z","2026-05-28T03:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,"calibration-missing",,22.60,"calibration-missing",,1,"calibration-missing",,21,"calibration-missing",,23,"calibration-missing",,-23.75,"calibration-missing",,-1.15,"calibration-missing",,13.71,"calibration-missing",,14,"calibration-missing",,20.86,"sensor-ready",20.86,19,"sensor-ready",19,9.56,"calibration-missing",,10,"calibration-missing",,16.87,"calibration-missing",,8.03,"calibration-missing",,7,"calibration-missing",,11.93,"sensor-ready",11.93,18.82,"sensor-ready",18.82,5.43,"calibration-missing",,11.36,"sensor-ready",11.36,8.84,"calibrated-ready",6.81,9,"calibrated-ready",7,15.25,"calibrated-ready",8.41,30,"calibrated-ready",17,2,"calibrated-ready",1,7.45,"calibrated-ready",6.37,41,"calibrated-ready",35,11.85,"sensor-ready",11.85,18.69,"sensor-ready",18.69,,,,60.47,"sensor-ready",60.47,,,,,,,24.17,"sensor-ready",24.17,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-28T02:00:00.000Z","2026-05-28T03:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,"calibration-missing",,12.81,"calibration-missing",,1,"calibration-missing",,11,"calibration-missing",,13,"calibration-missing",,-17.54,"calibration-missing",,-4.73,"calibration-missing",,24.53,"calibration-missing",,25,"calibration-missing",,26.28,"sensor-ready",26.28,24,"sensor-ready",24,9.66,"calibration-missing",,10,"calibration-missing",,15.92,"calibration-missing",,9.20,"calibration-missing",,8,"calibration-missing",,12.81,"sensor-ready",12.81,18.77,"sensor-ready",18.77,5.77,"calibration-missing",,12.25,"sensor-ready",12.25,8.93,"calibrated-ready",6.41,9,"calibrated-ready",6,14.95,"calibrated-ready",8.05,30,"calibrated-ready",16,2,"calibrated-ready",1,8.55,"calibrated-ready",6.46,47,"calibrated-ready",36,12.78,"sensor-ready",12.78,18.71,"sensor-ready",18.71,,,,67.99,"sensor-ready",67.99,,,,,,,23.39,"sensor-ready",23.39,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-28T03:00:00.000Z","2026-05-28T04:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,"calibration-missing",,10.89,"calibration-missing",,1,"calibration-missing",,9,"calibration-missing",,11,"calibration-missing",,-16.29,"calibration-missing",,-5.40,"calibration-missing",,15.26,"calibration-missing",,15,"calibration-missing",,19.24,"sensor-ready",19.24,18,"sensor-ready",18,15.19,"calibration-missing",,15,"calibration-missing",,17.42,"calibration-missing",,13.88,"calibration-missing",,12,"calibration-missing",,18.28,"sensor-ready",18.28,19.13,"sensor-ready",19.13,9.38,"calibration-missing",,17.41,"sensor-ready",17.41,14.41,"calibrated-ready",7.73,14,"calibrated-ready",8,16.24,"calibrated-ready",8.43,32,"calibrated-ready",17,2,"calibrated-ready",1,13.14,"calibrated-ready",7.43,58,"calibrated-ready",41,18.18,"sensor-ready",18.18,19.00,"sensor-ready",19.00,,,,75.52,"sensor-ready",75.52,,,,,,,23.00,"sensor-ready",23.00,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-28T03:00:00.000Z","2026-05-28T04:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,"calibration-missing",,23.23,"calibration-missing",,1,"calibration-missing",,22,"calibration-missing",,23,"calibration-missing",,-22.25,"calibration-missing",,0.99,"calibration-missing",,21.14,"calibration-missing",,21,"calibration-missing",,26.25,"sensor-ready",26.25,24,"sensor-ready",24,22.25,"calibration-missing",,22,"calibration-missing",,24.39,"calibration-missing",,19.76,"calibration-missing",,18,"calibration-missing",,27.76,"sensor-ready",27.76,27.91,"sensor-ready",27.91,15.56,"calibration-missing",,26.52,"sensor-ready",26.52,21.47,"calibrated-ready",11.03,21,"calibrated-ready",11,22.09,"calibrated-ready",11.41,44,"calibrated-ready",23,2,"calibrated-ready",1,19.00,"calibrated-ready",9.85,69,"calibrated-ready",52,27.67,"sensor-ready",27.67,27.77,"sensor-ready",27.77,,,,72.50,"sensor-ready",72.50,,,,,,,25.13,"sensor-ready",25.13,,,,,,,,,,,,
